drug_name,drugbank_id,atc_code,atc_level_3,atc_level_4,is_cardiovascular,degree_centrality,weighted_degree,betweenness_centrality,pri_score,contraindicated_count,major_count,moderate_count,minor_count
chlorambucil,DB00291,['L01AA02'],['L0,['L01,False,0.02364943194991885,0.04433626010605929,8.261674138186985e-05,0.2692297593675739,102,0,0,0
melphalan,DB01042,['L01AA03'],['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
decitabine,DB01262,"['L01BC58', 'L01BC08']",['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
raltitrexed,DB00293,['L01BA03'],['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
lomustine,DB01206,['L01AD02'],['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
streptozocin,DB00428,['L01AD04'],['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
nelarabine,DB01280,['L01BB07'],['L0,['L01,False,0.023417574773939253,0.043901590889333215,5.7762616349719716e-05,0.2690364234835547,101,0,0,0
kallidinogenase,DB13197,['C04AF01'],['C0,['C04,True,0.021330860190122883,0.03998956793879858,0.008232302922487335,0.26897604601366776,92,0,0,0
ropivacaine,DB00296,['N01BB09'],['N0,['N01,False,0.056573150939021564,0.09588802920977137,8.219953906872521e-05,0.268950726569435,166,78,0,0
tolcapone,DB00323,['N04BX01'],['N0,['N04,False,0.0542545791792256,0.09258454316265322,5.987368360627996e-05,0.2689150850444262,164,70,0,0
cinnarizine,DB00568,"['N07CA52', 'N07CA02']",['N0,['N07,False,0.05448643635520519,0.09288881161436147,0.00014175338625546248,0.2688570287822757,164,71,0,0
cladribine,DB00242,"['L04AA40', 'L01BB04']",['L0,['L04,False,0.0338511476930211,0.06137529340172129,0.0004681664564132641,0.2687498301528625,130,16,0,0
morphine,DB00295,"['A07DA52', 'N02AA51', 'N02AA01', 'N02AG01']",['A0,['A07,False,0.05448643635520519,0.09275841084934365,9.522024791986007e-05,0.268489452988933,163,72,0,0
saprisartan,DB01347,[],[],[],False,0.05750057964293995,0.09697470225158654,0.0003073187213367417,0.26842821287886537,167,80,0,1
penicillamine,DB00859,['M01CC01'],['M0,['M01,False,0.031300718757245535,0.05711553507780579,0.0003719501983705881,0.2683675635856606,123,12,0,0
acipimox,DB09055,['C10AD06'],['C1,['C10,True,0.022490146070020867,0.04216291402242893,0.00016196476788660086,0.2683038036778112,97,0,0,0
cariporide,DB06468,[],[],[],False,0.023417574773939253,0.04377119012431539,5.394072135395214e-07,0.2682432843547964,100,1,0,0
thiopental,DB00599,"['N01AF03', 'N05CB01', 'N05CA19']",['N0,['N01,False,0.053327150475307214,0.09097626706076675,7.126314111434829e-05,0.2681389203652797,161,69,0,0
hyoscyamine,DB00424,"['A03BA03', 'A03CB31']",['A0,['A03,False,0.0338511476930211,0.06124489263670347,1.91561957413042e-05,0.2681072092410858,129,17,0,0
ibritumomab tiuxetan,DB00078,['V10XX02'],['V1,['V10,False,0.02225828889404127,0.04172824480570286,7.515195164156629e-05,0.2680980760555495,96,0,0,0
insulin human,DB00030,"['A10AC01', 'A10AE01', 'A10AB01', 'A10AD01', 'A10AF01']",['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin degludec,DB09564,"['A10AD06', 'A10AE56', 'A10AE06']",['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin aspart,DB01306,"['A10AD06', 'A10AD05', 'A10AB05']",['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin glulisine,DB01309,['A10AB06'],['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin detemir,DB01307,['A10AE05'],['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin icodec,DB16693,['A10AE07'],['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin glargine,DB00047,"['A10AE54', 'A10AE04']",['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
insulin lispro,DB00046,"['A10AC04', 'A10AB04', 'A10AD04']",['A1,['A10,False,0.03895200556457222,0.069373206989481,3.2235594483780385e-05,0.2680564106068841,140,28,0,0
sor-c13,DB15366,[],[],[],False,0.023185717597959656,0.043336520907589327,5.602937812289786e-07,0.26804749773052294,99,1,0,0
sibutramine,DB01105,['A08AA10'],['A0,['A08,False,0.05541386505912358,0.09384508389115882,0.0006141659034160737,0.2679666446964938,162,77,0,0
ethanol,DB00898,"['V03AB16', 'V03AZ01', 'D08AX08']",['V0,['V03,False,0.0472988638998377,0.08202208119620968,0.00023123300277054764,0.2677275869343764,153,51,0,0
altretamine,DB00488,['L01XX03'],['L0,['L01,False,0.02364943194991885,0.04407545857602364,5.7762616349719716e-05,0.26767595984826265,100,2,0,0
amifostine,DB01143,['V03AF05'],['V0,['V03,False,0.03895200556457222,0.06924280622446319,0.0,0.26756441468705344,141,26,0,1
human interferon omega-1,DB05472,[],[],[],False,0.02156271736610248,0.040424237155524644,2.6251560141330732e-05,0.2675232008002113,93,0,0,0
phenylalanine,DB00120,[],[],[],False,0.02156271736610248,0.040424237155524644,2.6251560141330732e-05,0.2675232008002113,93,0,0,0
nizofenone,DB13546,['N06BX10'],['N0,['N06,False,0.023417574773939253,0.04364078935929758,5.394072135395214e-07,0.2674615898678653,99,2,0,0
ropinirole,DB00268,['N04BC04'],['N0,['N04,False,0.04312543473220496,0.07563244371033644,1.538880399357422e-05,0.26734513729888637,146,40,0,0
diethylnorspermine,DB06445,[],[],[],False,0.050776721539531645,0.0869773102668869,2.4016517306902198e-05,0.2672168343026569,158,60,0,1
tropisetron,DB11699,['A04AA03'],['A0,['A04,False,0.048226292603756084,0.08323915500304269,4.4715092946485525e-05,0.2672055319012103,153,55,0,0
tioguanine,DB00352,['L01BB03'],['L0,['L01,False,0.023881289125898448,0.044379727027731894,5.8634116483485856e-05,0.26711150119367344,100,3,0,0
simendan,DB12286,[],[],[],False,0.023881289125898448,0.044379727027731894,5.394072135395214e-07,0.2670998822518194,100,3,0,0
semuloparin,DB06294,[],[],[],False,0.028750289821469974,0.052594975223854645,6.929252315097974e-05,0.2669315364303799,114,10,0,0
sulfamethoxazole,DB01015,"['J04AM08', 'J01EE01', 'G01AE10', 'J01EC01']",['J0,['J04,False,0.06654300950614421,0.10858037033817265,0.0004309754488465759,0.26689187738308817,163,124,0,0
peginterferon beta-1a,DB09122,['L03AB13'],['L0,['L03,False,0.022722003246000464,0.041945579414065896,0.012263764932902908,0.26689039701005557,93,5,0,0
desvenlafaxine,DB06700,['N06AX23'],['N0,['N06,False,0.07025272432181776,0.113187864035469,0.0016248202633035232,0.2666959894922707,161,142,0,0
hydroquinine,DB13718,['M09AA01'],['M0,['M09,False,0.02156271736610248,0.04029383639050682,0.0,0.2666723786457745,92,1,0,0
amediplase,DB06679,[],[],[],False,0.027822861117551587,0.05098669912196818,5.333939990265104e-05,0.2666373928959589,111,9,0,0
bamet-ud2,DB08857,[],[],[],False,0.020403431486204496,0.03825089107189429,0.00026478095215234535,0.2666290813835499,88,0,0,0
tauroursodeoxycholic acid,DB08834,"['N07XX19', 'A05AA05']",['N0,['N07,False,0.020403431486204496,0.03825089107189429,0.00026478095215234535,0.2666290813835499,88,0,0,0
hyodeoxycholic acid,DB11789,[],[],[],False,0.020403431486204496,0.03825089107189429,0.00026478095215234535,0.2666290813835499,88,0,0,0
glycocholic acid,DB02691,[],[],[],False,0.020403431486204496,0.03825089107189429,0.00026478095215234535,0.2666290813835499,88,0,0,0
pentolinium,DB01090,[],[],[],False,0.052399721771388824,0.08910718942884464,3.9221354872505624e-05,0.2666098430468999,158,67,0,1
quinine,DB00468,"['M09AA72', 'P01BC01']",['M0,['M09,False,0.07859958265708324,0.1234895244718769,0.001140077311671945,0.2664380428044515,156,183,0,0
flupentixol,DB00875,['N05AF01'],['N0,['N05,False,0.05726872246696035,0.09588802920977137,9.422962449059622e-05,0.26638178753129027,159,88,0,0
unoprostone,DB06826,['S01EE02'],['S0,['S01,False,0.03570600510085787,0.0638094410153873,1.1226352128448694e-07,0.2663810443442232,132,21,0,1
ramiprilat,DB14208,[],[],[],False,0.05842800834685834,0.09740937146831262,0.0003160485571946917,0.26621445181007586,161,90,0,1
bioallethrin,DB13746,"['P03AC52', 'P03AC02']",['P0,['P03,False,0.021794574542082078,0.04059810484221507,0.0,0.266032330407334,92,2,0,0
levomilnacipran,DB08918,['N06AX28'],['N0,['N06,False,0.05147229306747044,0.08749891332695818,0.0011220788175675836,0.2660313522176578,153,69,0,0
cryptenamine,DB00785,[],[],[],False,0.049153721307674474,0.08419542727984004,1.5085542593268652e-05,0.265969886940144,153,58,0,1
chlorprothixene,DB01239,['N05AF03'],['N0,['N05,False,0.031300718757245535,0.0565939320177345,2.1068857707935412e-05,0.2659186841772844,119,16,0,0
inotersen,DB14713,['N07XX15'],['N0,['N07,False,0.04289357755622537,0.0748065721985569,0.0009153249672228726,0.26591599860963555,142,43,0,0
sulpiride,DB00391,['N05AL01'],['N0,['N05,False,0.03477857639693949,0.06220116491350083,5.011594858731958e-05,0.26586501676300256,127,23,0,0
lactulose,DB00581,"['A06AD61', 'A06AD11']",['A0,['A06,False,0.01947600278228611,0.036512214204990005,2.0650050017570513e-06,0.26582307795806887,84,0,0,0
milnacipran,DB04896,['N06AX17'],['N0,['N06,False,0.0677022953860422,0.10958010953664261,0.0008260734585129611,0.26580386249509635,159,133,0,0
magnesium citrate,DB11110,"['B05CB03', 'A12CC04', 'A06AD19']",['B0,['B05,False,0.019244145606306516,0.03607754498826393,1.9167103612789703e-06,0.26563468324012807,83,0,0,0
magnesium cation,DB01378,[],[],[],False,0.019244145606306516,0.03607754498826393,1.9167103612789703e-06,0.26563468324012807,83,0,0,0
magnesium glycinate,DB11189,[],[],[],False,0.019244145606306516,0.03607754498826393,1.9167103612789703e-06,0.26563468324012807,83,0,0,0
candoxatril,DB00616,[],[],[],False,0.049153721307674474,0.08406502651482221,1.5085542593268652e-05,0.26557699312573296,152,59,0,1
melperone,DB09224,['N05AD03'],['N0,['N05,False,0.05031300718757246,0.0857167695383813,5.9715093073717014e-05,0.26549416576918816,151,66,0,0
polyethylene glycol,DB09287,"['A06AD15', 'A06AD65']",['A0,['A06,False,0.019939717134245305,0.036990350343388684,0.0099428361861645,0.2654543225540434,83,3,0,0
emodin,DB07715,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
methylcellulose,DB11228,['A06AC06'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
sennosides,DB11365,"['A06AB56', 'A06AB06']",['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
plecanatide,DB13170,['A06AX07'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
castor oil,DB11113,['A06AB05'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
mineral oil,DB11057,"['A06AA01', 'A06AA51']",['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
plantago ovata seed,DB14585,['A06AC51'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
docusate,DB11089,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
carboxymethylcellulose,DB11059,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
"sodium phosphate, monobasic, unspecified form",DB14503,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
"sodium phosphate, dibasic, unspecified form",DB14504,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
bisacodyl,DB09020,"['A06AB52', 'A06AB02', 'A06AG02']",['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
sodium fluorophosphate,DB09484,"['A12CD02', 'A01AA02']",['A1,['A12,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
plantago seed,DB11097,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
konjac mannan,DB14963,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
pentaerithrityl,DB13526,['A06AD14'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
oxyphenisatin acetate,DB14627,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
linaclotide,DB08890,['A06AX04'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
senna leaf,DB15889,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
dantron,DB04816,"['A06AB53', 'A06AB03', 'A06AG03']",['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
oxyphenisatin,DB04823,['A06AB01'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
frangula purshiana bark,DB15478,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
polycarbophil,DB09311,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
sodium tartrate,DB13707,['A06AD21'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
alloin,DB15477,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
phenolphthalein,DB04824,['A06AB04'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
lactitol,DB12942,['A06AD12'],['A0,['A06,False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
deacetylbisacodyl,DB14232,[],[],[],False,0.01901228843032692,0.03564287577153786,1.9167103612789703e-06,0.26544631818111536,82,0,0,0
dipotassium phosphate,DB09414,[],[],[],False,0.03663343380477626,0.06502651482222029,7.780956093077639e-06,0.26537672984857247,130,28,0,0
canagliflozin,DB08907,"['A10BD16', 'A10BK02']",['A1,['A10,False,0.06399258057036865,0.10458141354429279,0.00012617256547043304,0.2653325863276697,158,118,0,0
pemetrexed,DB00642,['L01BA04'],['L0,['L01,False,0.0472988638998377,0.08123967660610276,0.00042826928396506734,0.2653263904606421,147,57,0,0
dapoxetine,DB04884,['G04BX14'],['G0,['G04,False,0.05124043589149084,0.0869338433452143,0.000862073599537033,0.26530702058774713,151,70,0,0
sodium cation,DB14516,[],[],[],False,0.01878043125434732,0.035208206554811786,1.8910466798367256e-06,0.2652579479893663,81,0,0,0
sulfate ion,DB14546,[],[],[],False,0.01878043125434732,0.035208206554811786,1.8910466798367256e-06,0.2652579479893663,81,0,0,0
magnesium acetate,DB13996,[],[],[],False,0.01878043125434732,0.035208206554811786,1.5662805498832559e-06,0.26525788303614034,81,0,0,0
mesalazine,DB00244,['A07EC02'],['A0,['A07,False,0.0746580106654301,0.11805615926280101,0.0009813588277849316,0.26514718742814614,154,168,0,0
magnesium acetate tetrahydrate,DB09409,[],[],[],False,0.018548574078367727,0.03477353733808572,1.5662805498832559e-06,0.26506951797712763,80,0,0,0
sultopride,DB13273,['N05AL02'],['N0,['N05,False,0.022490146070020867,0.041641310962357646,1.69026651119401e-05,0.26502552683408026,93,4,0,0
calcium polycarbophil,DB14684,['A06AC08'],['A0,['A06,False,0.028750289821469974,0.052203772928801184,3.468575013790531e-06,0.26498649482320413,111,13,0,0
deoxyepinephrine,DB13917,[],[],[],False,0.051704150243450035,0.08754238024863079,4.9682846412386295e-05,0.26498344156796294,151,72,0,0
azosemide,DB08961,[],[],[],False,0.027359146765592396,0.0498565591584804,7.22003470984954e-05,0.2648196690846331,107,11,0,0
paliperidone,DB01267,['N05AX13'],['N0,['N05,False,0.07326686760955252,0.11623054855255151,0.0002034145191245984,0.2647771972833709,154,162,0,0
sevelamer,DB00658,['V03AE02'],['V0,['V03,False,0.019244145606306516,0.03594714422324611,1.599317594729567e-05,0.2646947638459086,82,1,0,0
insulin beef,DB09456,"['A10AD02', 'A10AC02', 'A10AE02', 'A10AB02']",['A1,['A10,False,0.04196614885230698,0.07306789533165262,4.919209665164279e-05,0.2646040646738918,138,43,0,0
insulin pork,DB00071,"['A10AC03', 'A10AB03', 'A10AE03', 'A10AD03']",['A1,['A10,False,0.04196614885230698,0.07306789533165262,4.919209665164279e-05,0.2646040646738918,138,43,0,0
nn344,DB05115,[],[],[],False,0.04196614885230698,0.07306789533165262,4.919209665164279e-05,0.2646040646738918,138,43,0,0
insulin tregopil,DB11568,[],[],[],False,0.04196614885230698,0.07306789533165262,4.919209665164279e-05,0.2646040646738918,138,43,0,0
nefazodone,DB01149,['N06AX06'],['N0,['N06,False,0.08230929747275678,0.12692341128401285,0.0012551892782415464,0.26453918842594276,145,210,0,0
gluconic acid,DB13180,[],[],[],False,0.017853002550428935,0.0334695296879075,1.304990824105444e-06,0.2645043705421443,77,0,0,0
moexiprilat,DB14210,[],[],[],False,0.01901228843032692,0.035512475006520036,2.0990253971500637e-05,0.26449637851399055,81,1,0,0
toremifene,DB00539,['L02BA02'],['L0,['L02,False,0.03663343380477626,0.06476571329218465,0.0003647679051576958,0.2644205196907671,128,30,0,0
pemafibrate,DB15212,['C10AB12'],['C1,['C10,True,0.01878043125434732,0.03507780578979397,0.0003217064418205305,0.26435686491296323,80,1,0,0
inotuzumab ozogamicin,DB05889,['L01FB01'],['L0,['L01,False,0.01762114537444934,0.03303486047118143,0.00018178155135364855,0.2643521007952375,76,0,0,0
oxytocin,DB00107,"['G02AC01', 'H01BB02']",['G0,['G02,False,0.01762114537444934,0.03303486047118143,5.640978577831642e-05,0.2643270264421224,76,0,0,0
amisulpride,DB06288,['N05AL05'],['N0,['N05,False,0.022490146070020867,0.04151091019733982,1.69026651119401e-05,0.26421321072828624,92,5,0,0
pramipexole,DB00413,['N04BC05'],['N0,['N04,False,0.05448643635520519,0.09119360166912979,6.018336823972085e-05,0.26418321562489033,151,84,0,0
nitrofurantoin,DB00698,"['J01XE01', 'J01XE51']",['J0,['J01,False,0.05216786459540923,0.08789011562201166,0.00011513976437223492,0.2640986954549969,149,76,0,0
angiotensin 1-7,DB11720,[],[],[],False,0.049153721307674474,0.08354342345475094,1.5085542593268652e-05,0.26400541786808895,148,63,0,1
sodium ascorbate,DB14482,[],[],[],False,0.01947600278228611,0.03625141267495436,6.852466943998129e-06,0.26396008070573235,82,2,0,0
omega-3-acid ethyl esters,DB09539,[],[],[],False,0.01692557384651055,0.031730852821003214,0.0,0.2637506493079286,73,0,0,0
"sodium phosphate, dibasic",DB14502,[],[],[],False,0.019244145606306516,0.03581674345822829,6.732458518370369e-06,0.26375017701508613,81,2,0,0
metoclopramide,DB01233,['A03FA01'],['A0,['A03,False,0.05703686529098075,0.0942797531078849,0.0037793138946233874,0.26372583430232804,149,97,0,0
amyl nitrite,DB01612,['V03AB22'],['V0,['V03,False,0.042661720380245766,0.07385029992175954,1.478687078659547e-05,0.26366586875009446,137,47,0,0
xylometazoline,DB06694,"['R01AB06', 'R01AA07', 'S01GA53', 'S01GA03']",['R0,['R01,False,0.05726872246696035,0.0948448230896288,0.00012694649084323752,0.26364621927094717,151,96,0,0
empagliflozin,DB09038,"['A10BD19', 'A10BD20', 'A10BK03', 'A10BD27']",['A1,['A10,False,0.05124043589149084,0.08641224028514301,7.43317614947889e-05,0.2636355252387689,147,74,0,0
4-hydroxycoumarin,DB03410,[],[],[],False,0.031300718757245535,0.05607232895766322,0.00047046200762678695,0.2636298596670246,115,20,0,0
peruvoside,DB13756,['C01AX02'],['C0,['C01,True,0.08462786923255275,0.12879248891593498,0.004179712980585301,0.26357586205848776,136,229,0,0
omacetaxine mepesuccinate,DB04865,['L01XX40'],['L0,['L01,False,0.016693716670530954,0.03129618360427715,2.6366737153899487e-05,0.26356755759634665,72,0,0,0
ammonium chloride,DB06767,"['G04BA01', 'B05XA04']",['G0,['G04,False,0.04498029214004173,0.0772841867338955,1.882440631375202e-05,0.263557805276648,140,54,0,0
trandolaprilat,DB14209,[],[],[],False,0.01901228843032692,0.035382074241502214,2.0990253971500637e-05,0.2635426241381438,80,2,0,0
glycerin,DB09462,"['A06AX01', 'A06AG04']",['A0,['A06,False,0.01901228843032692,0.035382074241502214,1.9167103612789703e-06,0.2635388094294217,80,2,0,0
benazeprilat,DB14125,[],[],[],False,0.05842800834685834,0.09636616534817004,0.0003160485571946917,0.2635205375930807,153,98,0,1
potassium lactate,DB09483,['B05XA15'],['B0,['B05,False,0.035474147924878276,0.06272276797357211,5.397550696412702e-06,0.26347076060892066,124,29,0,0
buserelin,DB06719,['L02AE01'],['L0,['L02,False,0.016461859494551357,0.030861514387551074,1.4375053262247655e-06,0.2633742066909684,71,0,0,0
fimepinostat,DB11891,[],[],[],False,0.016461859494551357,0.030861514387551074,1.4375053262247655e-06,0.2633742066909684,71,0,0,0
triptorelin,DB06825,['L02AE04'],['L0,['L02,False,0.016461859494551357,0.030861514387551074,1.4375053262247655e-06,0.2633742066909684,71,0,0,0
besifloxacin,DB06771,['S01AE08'],['S0,['S01,False,0.016461859494551357,0.030861514387551074,1.4375053262247655e-06,0.2633742066909684,71,0,0,0
degarelix,DB06699,['L02BX02'],['L0,['L02,False,0.016461859494551357,0.030861514387551074,1.4375053262247655e-06,0.2633742066909684,71,0,0,0
escitalopram,DB01175,['N06AB10'],['N0,['N06,False,0.049153721307674474,0.08328262192471529,0.0006553918074049302,0.2633476914922293,144,68,0,0
methylene blue,DB09241,"['V03AB17', 'V04CG05']",['V0,['V03,False,0.08022258288894041,0.12379379292358515,0.0011006764337372628,0.2631942657068674,142,204,0,0
quinaprilat,DB14217,[],[],[],False,0.05842800834685834,0.09623576458315222,0.0003160485571946917,0.26318379831595634,152,99,0,1
mitomycin,DB00305,['L01DC03'],['L0,['L01,False,0.02643171806167401,0.04798748152655829,0.00023213275367974626,0.26315586368201666,102,12,0,0
nitric oxide,DB00435,['R07AX01'],['R0,['R07,False,0.05286343612334802,0.08854211944710076,5.588555494504692e-05,0.26314493513385095,147,81,0,0
fludarabine,DB01073,['L01BB05'],['L0,['L01,False,0.026199860885694412,0.047552812309832215,0.0001495940093715422,0.26288112594633606,101,12,0,0
amsacrine,DB00276,['L01XX01'],['L0,['L01,False,0.026199860885694412,0.047552812309832215,0.0001495940093715422,0.26288112594633606,101,12,0,0
epirubicin,DB00445,['L01DB03'],['L0,['L01,False,0.026199860885694412,0.047552812309832215,0.0001495940093715422,0.26288112594633606,101,12,0,0
ponesimod,DB12016,['L04AE04'],['L0,['L04,False,0.02967771852538836,0.053290445970616364,2.5263086967339778e-05,0.26286474103992546,110,18,0,0
lenalidomide,DB00480,['L04AX04'],['L0,['L04,False,0.042661720380245766,0.07358949839172389,0.00033316340892173283,0.26283608620740645,135,49,0,0
magnesium peroxide,DB13486,"['A06AD03', 'A02AA03']",['A0,['A06,False,0.023417574773939253,0.04285838476919065,1.5007456526649916e-05,0.26277431655614136,93,8,0,0
magnesium oxide,DB01377,"['A02AA02', 'A12CC10', 'A06AD02']",['A0,['A02,False,0.023417574773939253,0.04285838476919065,1.4879346606106801e-05,0.2627742909341573,93,8,0,0
trimethoprim,DB00440,"['J04AM08', 'J01EE03', 'J01EA01', 'J01EE01', 'J01EE04', 'J01EE02', 'J01EE05', 'J01EE07']",['J0,['J04,False,0.05518200788314399,0.09158480396418325,4.3607778023499844e-05,0.26260319412741034,147,91,0,0
ularitide,DB05034,[],[],[],False,0.016693716670530954,0.031165782839259325,0.0,0.2624814973527439,71,1,0,0
rolofylline,DB12670,[],[],[],False,0.016693716670530954,0.031165782839259325,0.0,0.2624814973527439,71,1,0,0
temozolomide,DB00853,['L01AX03'],['L0,['L01,False,0.042661720380245766,0.07345909762670608,0.00033316340892173283,0.2623893572822489,134,50,0,0
rurioctocog alfa pegol,DB16007,[],[],[],False,0.013679573382796198,0.025645483786838216,0.006168929858831585,0.26234732445351683,59,0,0,0
damoctocog alfa pegol,DB14700,[],[],[],False,0.013679573382796198,0.025645483786838216,0.006168929858831585,0.26234732445351683,59,0,0,0
nonacog beta pegol,DB13933,[],[],[],False,0.013679573382796198,0.025645483786838216,0.006168929858831585,0.26234732445351683,59,0,0,0
cyclosporine,DB00091,"['L04AD01', 'S01XA18']",['L0,['L04,False,0.0746580106654301,0.1167521516126228,0.0004905292484836216,0.26232862667064855,144,178,0,0
fluoxetine,DB00472,"['N06CA03', 'N06AB03']",['N0,['N06,False,0.055645722235103175,0.09206294010258194,0.0007665127337791873,0.2623086151363062,146,94,0,0
cudc-101,DB12174,[],[],[],False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
ricolinostat,DB12376,[],[],[],False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
abexinostat,DB12565,[],[],[],False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
tucidinostat,DB06334,['L01XH06'],['L0,['L01,False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
mocetinostat,DB11830,[],[],[],False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
pracinostat,DB05223,[],[],[],False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
entinostat,DB11841,['L01XH05'],['L0,['L01,False,0.016461859494551357,0.03073111362253325,1.4375053262247655e-06,0.2622787484332941,70,1,0,0
protocatechualdehyde,DB11268,[],[],[],False,0.016461859494551357,0.03073111362253325,2.5152073916677782e-08,0.2622784659626436,70,1,0,0
potassium permanganate,DB13831,"['V03AB18', 'D08AX06']",['V0,['V03,False,0.026199860885694412,0.0474224115448144,9.103854539052834e-08,0.26214838830850623,100,13,0,0
tapentadol,DB06204,['N02AX06'],['N0,['N02,False,0.01947600278228611,0.035990611144918715,1.175636482480998e-05,0.26209710674058356,80,4,0,0
geranylgeranyl diphosphate,DB07841,[],[],[],False,0.01483885926269418,0.027818829870468572,2.1912466369037063e-06,0.2620558020261415,64,0,0,0
azficel-t,DB11051,[],[],[],False,0.01483885926269418,0.027818829870468572,2.7905293261009776e-07,0.26205541958740064,64,0,0,0
echothiophate,DB01057,['S01EB03'],['S0,['S01,False,0.01483885926269418,0.027818829870468572,2.563878450915639e-07,0.2620554150543831,64,0,0,0
malathion,DB00772,['P03AX03'],['P0,['P03,False,0.01483885926269418,0.027818829870468572,2.563878450915639e-07,0.2620554150543831,64,0,0,0
