drug_id,disease_id,relationship_type,source,match_type,match_value
DB01234,MESH:D001172,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001249,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001249,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001259,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001284,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001342,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D053713,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001714,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001724,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001766,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001836,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001848,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001855,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001919,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001922,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001927,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001929,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001930,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D001930,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001932,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001943,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016535,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D001997,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002051,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D019559,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006528,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D000077216,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002305,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006332,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006332,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009202,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009202,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002312,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D018376,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D002357,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D002543,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D020202,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002544,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002547,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D056486,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D056486,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D002761,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003072,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003110,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D003221,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003231,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003248,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003316,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D065306,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006259,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D019465,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003480,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003551,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D003556,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D003638,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003681,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003693,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003711,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D003866,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003866,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D017449,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D017449,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D003876,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D002658,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D018500,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003967,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D003967,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004195,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004195,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004211,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004244,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D062787,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D064420,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D064420,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D064806,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D050171,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004415,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D055154,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004421,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004443,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004485,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004487,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004487,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004646,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D004681,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004697,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016889,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D019446,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D020345,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004802,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004827,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D004890,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005076,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005119,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D019115,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005221,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005234,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005271,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005315,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005317,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020567,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005334,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005334,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005354,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005355,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005767,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006471,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005831,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005901,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D005909,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005910,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D005923,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D018149,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006029,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006059,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006099,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006102,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006130,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006212,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006261,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D034381,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006323,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006331,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006333,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006333,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006402,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006406,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006417,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006470,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006470,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006529,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006548,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006606,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006869,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006929,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006930,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006932,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D053565,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006937,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006940,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006943,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006943,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006946,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006948,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D017495,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006965,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006967,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006968,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D006973,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006973,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D020343,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015228,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D006984,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007003,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007008,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007018,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007022,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007022,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D020925,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007177,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007235,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007239,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007249,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015212,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007333,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D055959,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D019586,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007565,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007634,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007669,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007674,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007674,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007829,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007859,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015464,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015470,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015477,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015473,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D007969,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007970,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008106,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008106,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008107,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008113,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008171,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D055370,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008175,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008181,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008223,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016483,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016403,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016411,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008231,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008413,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008471,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D058627,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D017241,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008569,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008579,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008581,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D016919,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D008586,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008599,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D019964,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D016472,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009101,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009101,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009120,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D018908,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009133,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009135,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009157,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009190,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009203,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D017202,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009207,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009216,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009220,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009230,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015508,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009325,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009325,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009336,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009336,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009374,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009393,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009410,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009422,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009421,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009437,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020019,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009461,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009461,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009503,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:C563515,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009755,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D059226,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009759,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009771,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007752,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009798,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009845,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D009846,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D009894,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010009,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010020,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010024,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010146,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010146,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010190,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016584,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010211,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010259,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010265,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010292,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010292,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010304,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010392,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010490,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010490,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010523,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D016491,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010538,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010689,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010899,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010900,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D010996,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011014,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011141,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D054038,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020250,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D010149,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015452,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D054198,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D054218,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011297,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D049188,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D049188,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011471,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011507,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011507,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011537,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011559,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011559,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011605,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011628,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011654,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011655,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011657,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011658,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D011658,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D011782,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012008,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D051437,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D051437,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015427,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015427,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012120,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012128,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012127,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012130,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D065631,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D055948,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012640,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012640,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D018805,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D018805,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012770,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012772,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D020069,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D012871,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D007319,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012893,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D012912,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013035,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013036,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013118,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013121,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013158,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013203,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013272,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013276,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013276,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013280,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D057896,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020521,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020521,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013345,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013375,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013375,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D018746,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013610,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013684,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D064793,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013733,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013736,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D013921,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013923,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D019851,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013927,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D013971,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014012,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D016781,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014511,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014549,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D016055,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014581,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014581,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014605,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014652,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020293,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020301,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D054556,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D020246,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014694,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014717,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015837,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014839,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D014839,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D008258,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015430,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015430,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D015431,marker/mechanism,CTD,cas_number,50-02-2
DB01234,MESH:D015431,therapeutic,CTD,cas_number,50-02-2
DB01234,MESH:D014947,therapeutic,CTD,cas_number,50-02-2
DB14649,MESH:D003866,marker/mechanism,CTD,cas_number,1177-87-3
DB13679,MESH:D000743,marker/mechanism,CTD,cas_number,25523-97-1
DB13679,MESH:D056486,marker/mechanism,CTD,cas_number,25523-97-1
DB13679,MESH:D008582,marker/mechanism,CTD,cas_number,25523-97-1
DB13679,MESH:D010409,marker/mechanism,CTD,cas_number,25523-97-1
DB08997,MESH:D001919,therapeutic,CTD,cas_number,21888-98-2
DB08997,MESH:D006973,therapeutic,CTD,cas_number,21888-98-2
DB08997,MESH:D020734,therapeutic,CTD,cas_number,21888-98-2
DB01191,MESH:D001008,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D001022,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D001714,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D002375,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D003072,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D003221,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D003866,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D003924,therapeutic,CTD,cas_number,3239-44-9
DB01191,MESH:D003967,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D006970,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D004244,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D005221,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D005734,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D006212,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D006333,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D006349,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D006949,therapeutic,CTD,cas_number,3239-44-9
DB01191,MESH:D006973,therapeutic,CTD,cas_number,3239-44-9
DB01191,MESH:D006976,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D007238,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D003865,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D008569,marker/mechanism,CTD,cas_number,3239-44-9
DB01191,MESH:D008881,marker/mechanism,CTD,cas_number,3239-44-9
