drug_id,category_name,source
DB00362,Antifungal Agents,DrugBank
DB00362,Antiinfectives for Systemic Use,DrugBank
DB00362,Antimycotics for Systemic Use,DrugBank
DB00362,Echinocandin Antifungal,DrugBank
DB00362,Echinocandins,DrugBank
DB00362,Peptides,DrugBank
DB00362,"Peptides, Cyclic",DrugBank
DB00363,Adrenergic alpha-1 Receptor Antagonists,DrugBank
DB00363,Adrenergic alpha-Antagonists,DrugBank
DB00363,Adrenergic Antagonists,DrugBank
DB00363,Agents producing tachycardia,DrugBank
DB00363,Agents that produce hypertension,DrugBank
DB00363,Agents that reduce seizure threshold,DrugBank
DB00363,Anticholinergic Agents,DrugBank
DB00363,Antidepressive Agents,DrugBank
DB00363,Antipsychotic Agents,DrugBank
DB00363,Antipsychotic Agents (Second Generation [Atypical]),DrugBank
DB00363,Central Nervous System Agents,DrugBank
DB00363,Central Nervous System Depressants,DrugBank
DB00363,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP2A6 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP2C19 Inhibitors,DrugBank
DB00363,Cytochrome P-450 CYP2C19 inhibitors (strength unknown),DrugBank
DB00363,Cytochrome P-450 CYP2C19 Inhibitors (weak),DrugBank
DB00363,Cytochrome P-450 CYP2C19 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP2C8 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP2C9 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP2D6 Inhibitors,DrugBank
DB00363,Cytochrome P-450 CYP2D6 Inhibitors (moderate),DrugBank
DB00363,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB00363,Cytochrome P-450 CYP3A Inducers,DrugBank
DB00363,Cytochrome P-450 CYP3A Inhibitors,DrugBank
DB00363,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00363,Cytochrome P-450 CYP3A4 Inducers,DrugBank
DB00363,Cytochrome P-450 CYP3A4 Inducers (strength unknown),DrugBank
DB00363,Cytochrome P-450 CYP3A4 Inhibitors,DrugBank
DB00363,Cytochrome P-450 CYP3A4 Inhibitors (moderate),DrugBank
DB00363,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00363,Cytochrome P-450 Enzyme Inducers,DrugBank
DB00363,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB00363,Cytochrome P-450 Substrates,DrugBank
DB00363,"Diazepines, Oxazepines, Thiazepines and Oxepines",DrugBank
DB00363,Dibenzazepines,DrugBank
DB00363,Dopamine Antagonists,DrugBank
DB00363,Dopamine D2 Receptor Antagonists,DrugBank
DB00363,Drugs causing inadvertant photosensitivity,DrugBank
DB00363,Drugs that are Mainly Renally Excreted,DrugBank
DB00363,GABA Agents,DrugBank
DB00363,GABA Antagonists,DrugBank
DB00363,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00363,Histamine Antagonists,DrugBank
DB00363,Histamine H1 Antagonists,DrugBank
DB00363,Hyperglycemia-Associated Agents,DrugBank
DB00363,Hypotensive Agents,DrugBank
DB00363,Moderate Risk QTc-Prolonging Agents,DrugBank
DB00363,Muscarinic Antagonists,DrugBank
DB00363,Nervous System,DrugBank
DB00363,Neurotoxic agents,DrugBank
DB00363,Neurotransmitter Agents,DrugBank
DB00363,OCT1 substrates,DrugBank
DB00363,P-glycoprotein substrates,DrugBank
DB00363,Photosensitizing Agents,DrugBank
DB00363,Psycholeptics,DrugBank
DB00363,Psychotropic Drugs,DrugBank
DB00363,QTc Prolonging Agents,DrugBank
DB00363,Serotonin 5-HT1 Receptor Antagonists,DrugBank
DB00363,Serotonin 5-HT1A Receptor Antagonists,DrugBank
DB00363,Serotonin 5-HT1D Receptor Antagonists,DrugBank
DB00363,Serotonin 5-HT2 Receptor Antagonists,DrugBank
DB00363,Serotonin 5-HT2A Receptor Antagonists,DrugBank
DB00363,Serotonin 5-HT2C Receptor Antagonists,DrugBank
DB00363,Serotonin Agents,DrugBank
DB00363,Serotonin Receptor Antagonists,DrugBank
DB00363,Tranquilizing Agents,DrugBank
DB00363,UGT1A4 substrates,DrugBank
DB00364,Alimentary Tract and Metabolism,DrugBank
DB00364,Aluminium Compounds,DrugBank
DB00364,Aluminum Complex,DrugBank
DB00364,Anti-Ulcer Agents,DrugBank
DB00364,Carbohydrates,DrugBank
DB00364,Drugs for Acid Related Disorders,DrugBank
DB00364,Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord),DrugBank
DB00364,Drugs that are Mainly Renally Excreted,DrugBank
DB00364,Gastric Cytoprotectants,DrugBank
DB00364,Gastrointestinal Agents,DrugBank
DB00364,Glycosides,DrugBank
DB00364,Metal cations,DrugBank
DB00364,Metal divalent cations,DrugBank
DB00364,Organometallic Compounds,DrugBank
DB00364,Protectants,DrugBank
DB00364,Sulfur Compounds,DrugBank
DB00364,Thioglycosides,DrugBank
DB00365,4-Quinolones,DrugBank
DB00365,Anti-Bacterial Agents,DrugBank
DB00365,Anti-Infective Agents,DrugBank
DB00365,Antibacterials for Systemic Use,DrugBank
DB00365,Antiinfectives for Systemic Use,DrugBank
DB00365,Cytochrome P-450 CYP1A2 Inhibitors,DrugBank
DB00365,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),DrugBank
DB00365,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00365,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00365,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00365,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB00365,Cytochrome P-450 Substrates,DrugBank
DB00365,Enzyme Inhibitors,DrugBank
DB00365,Fluoroquinolones,DrugBank
DB00365,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00365,Highest Risk QTc-Prolonging Agents,DrugBank
DB00365,OAT1/SLC22A6 Substrates,DrugBank
DB00365,OCT2 Inhibitors,DrugBank
DB00365,P-glycoprotein inhibitors,DrugBank
DB00365,P-glycoprotein substrates,DrugBank
DB00365,QTc Prolonging Agents,DrugBank
DB00365,Quinolines,DrugBank
DB00365,Quinolones,DrugBank
DB00365,Topoisomerase II Inhibitors,DrugBank
DB00365,Topoisomerase Inhibitors,DrugBank
DB00366,Agents producing tachycardia,DrugBank
DB00366,Aminoalkyl Ethers,DrugBank
DB00366,Anticholinergic Agents,DrugBank
DB00366,Antiemetics,DrugBank
DB00366,Antihistamines for Systemic Use,DrugBank
DB00366,Autonomic Agents,DrugBank
DB00366,Central Nervous System Agents,DrugBank
DB00366,Central Nervous System Depressants,DrugBank
DB00366,Ethanolamine Derivatives,DrugBank
DB00366,Gastrointestinal Agents,DrugBank
DB00366,Histamine Agents,DrugBank
DB00366,Histamine Antagonists,DrugBank
DB00366,Histamine H1 Antagonists,DrugBank
DB00366,Histamine Receptor Antagonists,DrugBank
DB00366,Muscarinic Antagonists,DrugBank
DB00366,Neurotransmitter Agents,DrugBank
DB00366,Peripheral Nervous System Agents,DrugBank
DB00366,Potential QTc-Prolonging Agents,DrugBank
DB00366,Pyridines,DrugBank
DB00366,QTc Prolonging Agents,DrugBank
DB00367,Adrenal Cortex Hormones,DrugBank
DB00367,Combination Contraceptives (with Estrogen and derivatives),DrugBank
DB00367,"Contraceptive Agents, Female",DrugBank
DB00367,"Contraceptive Agents, Hormonal",DrugBank
DB00367,"Contraceptives, Oral",DrugBank
DB00367,"Contraceptives, Oral, Synthetic",DrugBank
DB00367,"Contraceptives, Postcoital",DrugBank
DB00367,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00367,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00367,Cytochrome P-450 CYP3A5 Substrates,DrugBank
DB00367,Cytochrome P-450 Substrates,DrugBank
DB00367,Fused-Ring Compounds,DrugBank
DB00367,Genito Urinary System and Sex Hormones,DrugBank
DB00367,Hormonal Contraceptives for Systemic Use,DrugBank
DB00367,Hyperglycemia-Associated Agents,DrugBank
DB00367,Inhibit Ovum Fertilization,DrugBank
DB00367,Norpregnanes,DrugBank
DB00367,Norpregnenes,DrugBank
DB00367,Norsteroids,DrugBank
DB00367,Progestin Contraceptives,DrugBank
DB00367,Progestin-containing Intrauterine Device,DrugBank
DB00367,Progestins,DrugBank
DB00367,"Progestogens and Estrogens, Sequential Preparations",DrugBank
DB00367,Reproductive Control Agents,DrugBank
DB00367,Sex Hormones and Modulators of the Genital System,DrugBank
DB00367,Steroids,DrugBank
DB00368,Adrenergic Agents,DrugBank
DB00368,Adrenergic Agonists,DrugBank
DB00368,Adrenergic alpha-1 Receptor Agonists,DrugBank
DB00368,Adrenergic alpha-2 Receptor Agonists,DrugBank
DB00368,Adrenergic alpha-Agonists,DrugBank
DB00368,Adrenergic and Dopaminergic Agents,DrugBank
DB00368,Adrenergic beta-1 Receptor Agonists,DrugBank
DB00368,Adrenergic beta-2 Receptor Agonists,DrugBank
DB00368,Adrenergic beta-3 Receptor Agonists,DrugBank
DB00368,Adrenergic beta-Agonists,DrugBank
DB00368,Agents producing tachycardia,DrugBank
DB00368,Agents that produce hypertension,DrugBank
DB00368,Alcohols,DrugBank
DB00368,Alpha-and Beta-adrenergic Agonists,DrugBank
DB00368,Amines,DrugBank
DB00368,Amino Alcohols,DrugBank
DB00368,Autonomic Agents,DrugBank
DB00368,Benzene Derivatives,DrugBank
DB00368,Biogenic Amines,DrugBank
DB00368,Biogenic Monoamines,DrugBank
DB00368,Cardiac Stimulants Excl. Cardiac Glycosides,DrugBank
DB00368,Cardiac Therapy,DrugBank
DB00368,Cardiovascular Agents,DrugBank
DB00368,Catecholamines,DrugBank
DB00368,Catechols,DrugBank
DB00368,COMT Substrates,DrugBank
DB00368,Epinephrine and similars,DrugBank
DB00368,Ethanolamines,DrugBank
DB00368,Neurotransmitter Agents,DrugBank
DB00368,"Norepinephrine, antagonists & inhibitors",DrugBank
DB00368,OCT1 substrates,DrugBank
DB00368,OCT2 Inhibitors,DrugBank
DB00368,OCT2 Substrates,DrugBank
DB00368,Peripheral Nervous System Agents,DrugBank
DB00368,Phenols,DrugBank
DB00368,Sympathomimetics,DrugBank
DB00368,Vasoconstrictor Agents,DrugBank
DB00369,Anti-Infective Agents,DrugBank
DB00369,Antiinfectives for Systemic Use,DrugBank
DB00369,Antiviral Agents,DrugBank
DB00369,Antivirals for Systemic Use,DrugBank
DB00369,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor,DrugBank
DB00369,Cytosine,DrugBank
DB00369,Direct Acting Antivirals,DrugBank
DB00369,Drugs that are Mainly Renally Excreted,DrugBank
DB00369,Enzyme Inhibitors,DrugBank
DB00369,Nephrotoxic agents,DrugBank
DB00369,Nucleic Acid Synthesis Inhibitors,DrugBank
DB00369,Nucleosides and Nucleotides,DrugBank
DB00369,Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors,DrugBank
DB00369,OAT1/SLC22A6 inhibitors,DrugBank
DB00369,OAT1/SLC22A6 Substrates,DrugBank
DB00369,Organophosphonates,DrugBank
DB00369,Organophosphorus Compounds,DrugBank
DB00369,Pyrimidines,DrugBank
DB00369,Pyrimidinones,DrugBank
DB00370,Adrenergic Agents,DrugBank
DB00370,Adrenergic alpha-2 Receptor Antagonists,DrugBank
DB00370,Adrenergic alpha-Antagonists,DrugBank
DB00370,Adrenergic Antagonists,DrugBank
DB00370,Agents that produce hypertension,DrugBank
DB00370,Anti-Anxiety Agents,DrugBank
DB00370,Antidepressive Agents,DrugBank
DB00370,Antidepressive Agents Indicated for Depression,DrugBank
DB00370,"Antidepressive Agents, Second-Generation",DrugBank
DB00370,"Antidepressive Agents, Tetracyclic",DrugBank
DB00370,Central Nervous System Agents,DrugBank
DB00370,Central Nervous System Depressants,DrugBank
DB00370,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00370,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB00370,Cytochrome P-450 CYP3A Inhibitors,DrugBank
DB00370,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00370,Cytochrome P-450 CYP3A4 Inhibitors,DrugBank
DB00370,Cytochrome P-450 CYP3A4 Inhibitors (weak),DrugBank
DB00370,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00370,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB00370,Cytochrome P-450 Substrates,DrugBank
DB00370,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00370,Histamine Agents,DrugBank
DB00370,Histamine Antagonists,DrugBank
DB00370,Histamine H1 Antagonists,DrugBank
DB00370,Miscellaneous Antidepressants,DrugBank
DB00370,Nervous System,DrugBank
DB00370,Neurotransmitter Agents,DrugBank
DB00370,Potential QTc-Prolonging Agents,DrugBank
DB00370,Psychoanaleptics,DrugBank
DB00370,Psychotropic Drugs,DrugBank
DB00370,QTc Prolonging Agents,DrugBank
DB00370,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,DrugBank
DB00370,Serotonin 5-HT2 Receptor Antagonists,DrugBank
DB00370,Serotonin 5-HT2A Receptor Antagonists,DrugBank
DB00370,Serotonin 5-HT2C Receptor Antagonists,DrugBank
DB00370,Serotonin 5-HT3 Receptor Antagonists,DrugBank
DB00370,Serotonin Agents,DrugBank
DB00370,Serotonin Modulators,DrugBank
DB00370,Serotonin Receptor Antagonists,DrugBank
DB00370,Tranquilizing Agents,DrugBank
DB00371,"Acids, Acyclic",DrugBank
DB00371,Anti-Anxiety Agents,DrugBank
DB00371,Carbamates,DrugBank
DB00371,Central Nervous System Agents,DrugBank
DB00371,Central Nervous System Depressants,DrugBank
DB00371,Hypnotics and Sedatives,DrugBank
DB00371,Muscle Relaxants,DrugBank
DB00371,"Muscle Relaxants, Centrally Acting Agents",DrugBank
DB00371,Nervous System,DrugBank
DB00371,Peripheral Nervous System Agents,DrugBank
DB00371,Psycholeptics,DrugBank
DB00371,Psychotropic Drugs,DrugBank
DB00371,Tranquilizing Agents,DrugBank
DB00372,Antiemetics,DrugBank
DB00372,Antihistamines for Systemic Use,DrugBank
DB00372,Antipsychotic Agents,DrugBank
DB00372,Autonomic Agents,DrugBank
DB00372,Central Nervous System Agents,DrugBank
DB00372,Central Nervous System Depressants,DrugBank
DB00372,Dopamine Agents,DrugBank
DB00372,Dopamine Antagonists,DrugBank
DB00372,Dopamine D2 Receptor Antagonists,DrugBank
DB00372,Drugs that are Mainly Renally Excreted,DrugBank
DB00372,Gastrointestinal Agents,DrugBank
DB00372,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00372,Neurotoxic agents,DrugBank
DB00372,Neurotransmitter Agents,DrugBank
DB00372,Peripheral Nervous System Agents,DrugBank
DB00372,Phenothiazine Derivatives,DrugBank
DB00372,Phenothiazines,DrugBank
DB00372,Piperazines,DrugBank
DB00372,Sulfur Compounds,DrugBank
DB00373,Adrenergic Antagonists,DrugBank
DB00373,Adrenergic beta-Antagonists,DrugBank
DB00373,Agents causing hyperkalemia,DrugBank
DB00373,Alcohols,DrugBank
DB00373,Amines,DrugBank
DB00373,Amino Alcohols,DrugBank
DB00373,Antiarrhythmic agents,DrugBank
DB00373,Antiglaucoma Preparations and Miotics,DrugBank
DB00373,Antihypertensive Agents,DrugBank
DB00373,Beta Blocking Agents and Thiazides,DrugBank
DB00373,"Beta Blocking Agents, Non-Selective",DrugBank
DB00373,"Beta Blocking Agents, Non-Selective, and Thiazides",DrugBank
DB00373,Bradycardia-Causing Agents,DrugBank
DB00373,Cardiovascular Agents,DrugBank
DB00373,Cytochrome P-450 CYP2C19 Substrates,DrugBank
DB00373,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB00373,Cytochrome P-450 Substrates,DrugBank
DB00373,Drugs that are Mainly Renally Excreted,DrugBank
DB00373,"EENT Drugs, Miscellaneous",DrugBank
DB00373,Hypotensive Agents,DrugBank
DB00373,Morpholines,DrugBank
DB00373,Ophthalmologicals,DrugBank
DB00373,Oxazines,DrugBank
DB00373,P-glycoprotein substrates,DrugBank
DB00373,Potential QTc-Prolonging Agents,DrugBank
DB00373,Propanolamines,DrugBank
DB00373,Propanols,DrugBank
DB00373,QTc Prolonging Agents,DrugBank
DB00373,Sulfur Compounds,DrugBank
DB00373,Thiadiazoles,DrugBank
DB00373,Thiazoles,DrugBank
DB00374,Antihypertensive Agents,DrugBank
DB00374,Autacoids,DrugBank
DB00374,Biological Factors,DrugBank
DB00374,Blood and Blood Forming Organs,DrugBank
DB00374,Cardiovascular Agents,DrugBank
DB00374,Cytochrome P-450 CYP2C8 Substrates,DrugBank
DB00374,Cytochrome P-450 CYP2C9 Substrates,DrugBank
DB00374,Cytochrome P-450 Substrates,DrugBank
DB00374,Eicosanoids,DrugBank
DB00374,Fatty Acids,DrugBank
DB00374,"Fatty Acids, Unsaturated",DrugBank
DB00374,Inflammation Mediators,DrugBank
DB00374,Lipids,DrugBank
DB00374,Platelet Aggregation Inhibitors Excl. Heparin,DrugBank
DB00374,Potential QTc-Prolonging Agents,DrugBank
DB00374,Prostacyclin Analogues,DrugBank
DB00374,Prostacycline Vasodilator,DrugBank
DB00374,Prostaglandins,DrugBank
DB00374,Prostaglandins I,DrugBank
DB00374,QTc Prolonging Agents,DrugBank
DB00374,Vasodilating Agents,DrugBank
DB00374,Vasodilation,DrugBank
DB00375,Amines,DrugBank
DB00375,Anion Exchange Resins,DrugBank
DB00375,Bile Acid Sequestrants,DrugBank
DB00375,Bile-acid Binding Activity,DrugBank
DB00375,"Compounds used in a research, industrial, or household setting",DrugBank
DB00375,Hypolipidemic Agents,DrugBank
DB00375,Hypolipidemic Agents Indicated for Hyperlipidemia,DrugBank
DB00375,Lipid Modifying Agents,DrugBank
DB00375,"Lipid Modifying Agents, Plain",DrugBank
DB00375,Lipid Regulating Agents,DrugBank
DB00375,Macromolecular Substances,DrugBank
DB00375,Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia,DrugBank
DB00375,Polyamines,DrugBank
DB00375,Polymers,DrugBank
DB00375,Sequestering Agents,DrugBank
DB00376,Agents producing tachycardia,DrugBank
DB00376,Anti-Dyskinesia Agents,DrugBank
DB00376,Anti-Parkinson Drugs,DrugBank
DB00376,Anticholinergic Agents,DrugBank
DB00376,Central Nervous System Agents,DrugBank
DB00376,Cholinergic Agents,DrugBank
DB00376,Muscarinic Antagonists,DrugBank
DB00376,Nervous System,DrugBank
DB00376,Neurotransmitter Agents,DrugBank
DB00376,Piperidines,DrugBank
DB00376,Tertiary Amines,DrugBank
DB00377,Alimentary Tract and Metabolism,DrugBank
DB00377,Antidepressive Agents,DrugBank
DB00377,Antiemetic Serotonin 5-HT3 Receptor Antagonists,DrugBank
DB00377,Antiemetics,DrugBank
DB00377,Antiemetics and Antinauseants,DrugBank
DB00377,Autonomic Agents,DrugBank
DB00377,Central Nervous System Agents,DrugBank
DB00377,Central Nervous System Depressants,DrugBank
DB00377,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00377,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB00377,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00377,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00377,Cytochrome P-450 Substrates,DrugBank
DB00377,Drugs that are Mainly Renally Excreted,DrugBank
DB00377,Gastrointestinal Agents,DrugBank
DB00377,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00377,Isoquinolines,DrugBank
DB00377,Neurotransmitter Agents,DrugBank
DB00377,Peripheral Nervous System Agents,DrugBank
DB00377,Quinuclidines,DrugBank
DB00377,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,DrugBank
DB00377,Serotonin 3 Receptor Antagonists,DrugBank
DB00377,Serotonin 5-HT3 Receptor Antagonists,DrugBank
DB00377,Serotonin Agents,DrugBank
DB00377,Serotonin Receptor Antagonists,DrugBank
DB00378,Adrenal Cortex Hormones,DrugBank
DB00378,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00378,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00378,Cytochrome P-450 Substrates,DrugBank
DB00378,Fused-Ring Compounds,DrugBank
DB00378,Genito Urinary System and Sex Hormones,DrugBank
DB00378,Hormones,DrugBank
DB00378,"Hormones, Hormone Substitutes, and Hormone Antagonists",DrugBank
DB00378,Pregnadien Derivatives,DrugBank
DB00378,Pregnadienes,DrugBank
DB00378,Pregnanes,DrugBank
DB00378,Progestins,DrugBank
DB00378,"Progestogens and Estrogens, Sequential Preparations",DrugBank
DB00378,Sex Hormones and Modulators of the Genital System,DrugBank
DB00378,Steroids,DrugBank
DB00379,Amines,DrugBank
DB00379,Antiarrhythmic agents,DrugBank
DB00379,"Antiarrhythmics, Class I",DrugBank
DB00379,"Antiarrhythmics, Class Ib",DrugBank
DB00379,Benzene Derivatives,DrugBank
DB00379,Cardiac Therapy,DrugBank
DB00379,Cardiovascular Agents,DrugBank
DB00379,Cytochrome P-450 CYP1A2 Inhibitors,DrugBank
DB00379,Cytochrome P-450 CYP1A2 Inhibitors (moderate),DrugBank
DB00379,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00379,Cytochrome P-450 CYP2B6 Substrates,DrugBank
DB00379,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB00379,Cytochrome P-450 CYP2E1 Substrates,DrugBank
DB00379,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00379,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00379,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB00379,Cytochrome P-450 Substrates,DrugBank
DB00379,Membrane Transport Modulators,DrugBank
DB00379,Phenols,DrugBank
DB00379,Phenyl Ethers,DrugBank
DB00379,Propylamines,DrugBank
DB00379,Sodium Channel Blockers,DrugBank
DB00379,Voltage-Gated Sodium Channel Blockers,DrugBank
DB00380,Cardiotonic Agents,DrugBank
DB00380,Cardiovascular Agents,DrugBank
DB00380,"Compounds used in a research, industrial, or household setting",DrugBank
DB00380,Cytoprotective Agent,DrugBank
DB00380,Detoxifying Agents for Antineoplastic Treatment,DrugBank
DB00380,Diketopiperazines,DrugBank
DB00380,Drugs that are Mainly Renally Excreted,DrugBank
DB00380,Enzyme Inhibitors,DrugBank
DB00380,Immunosuppressive Agents,DrugBank
DB00380,Miscellaneous Therapeutic Agents,DrugBank
DB00380,Myelosuppressive Agents,DrugBank
DB00380,Piperazines,DrugBank
DB00380,Protective Agents,DrugBank
DB00380,Topoisomerase II Inhibitors,DrugBank
DB00380,Topoisomerase Inhibitors,DrugBank
DB00381,ACE Inhibitors and Calcium Channel Blockers,DrugBank
DB00381,Agents causing hyperkalemia,DrugBank
DB00381,Angiotensin II Antagonists and Calcium Channel Blockers,DrugBank
DB00381,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,DrugBank
DB00381,Antianginal Agents,DrugBank
DB00381,Antiarrhythmic agents,DrugBank
DB00381,Antihypertensive Agents,DrugBank
DB00381,Antihypertensive Agents Indicated for Hypertension,DrugBank
DB00381,Bradycardia-Causing Agents,DrugBank
DB00381,Calcium Channel Blockers,DrugBank
DB00381,Calcium Channel Blockers (Dihydropyridine),DrugBank
DB00381,Calcium Channel Blockers and Diuretics,DrugBank
DB00381,Calcium-Regulating Hormones and Agents,DrugBank
DB00381,Cardiovascular Agents,DrugBank
DB00381,Cytochrome P-450 CYP2B6 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown),DrugBank
DB00381,Cytochrome P-450 CYP2B6 Substrates,DrugBank
DB00381,Cytochrome P-450 CYP2C19 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP2C19 inhibitors (strength unknown),DrugBank
DB00381,Cytochrome P-450 CYP2C8 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP2C8 Inhibitors (moderate),DrugBank
DB00381,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown),DrugBank
DB00381,Cytochrome P-450 CYP2C9 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),DrugBank
DB00381,Cytochrome P-450 CYP2D6 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP2D6 Inhibitors (weak),DrugBank
DB00381,Cytochrome P-450 CYP3A Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP3A Substrates,DrugBank
DB00381,Cytochrome P-450 CYP3A4 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),DrugBank
DB00381,Cytochrome P-450 CYP3A4 Inhibitors (weak),DrugBank
DB00381,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB00381,Cytochrome P-450 CYP3A5 Inhibitors,DrugBank
DB00381,Cytochrome P-450 CYP3A5 Inhibitors (weak),DrugBank
DB00381,Cytochrome P-450 CYP3A5 Substrates,DrugBank
DB00381,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB00381,Cytochrome P-450 Substrates,DrugBank
DB00381,Dihydropyridine Derivatives,DrugBank
DB00381,Dihydropyridines,DrugBank
DB00381,Hypotensive Agents,DrugBank
DB00381,Membrane Transport Modulators,DrugBank
DB00381,P-glycoprotein inhibitors,DrugBank
DB00381,P-glycoprotein substrates,DrugBank
DB00381,Pyridines,DrugBank
DB00381,Selective Calcium Channel Blockers With Mainly Vascular Effects,DrugBank
DB00381,Vasodilating Agents,DrugBank
DB00382,Acridines,DrugBank
DB00382,Agents Causing Muscle Toxicity,DrugBank
DB00382,Aminoacridines,DrugBank
DB00382,Anti-Dementia Drugs,DrugBank
DB00382,Autonomic Agents,DrugBank
DB00382,Central Nervous System Agents,DrugBank
DB00382,Cholinergic Agents,DrugBank
DB00382,Cholinesterase Inhibitors,DrugBank
DB00382,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00382,Cytochrome P-450 Substrates,DrugBank
DB00382,Enzyme Inhibitors,DrugBank
DB00382,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00382,Nervous System,DrugBank
DB00382,Neurotransmitter Agents,DrugBank
DB00382,Nootropic Agents,DrugBank
DB00382,P-glycoprotein substrates,DrugBank
DB00382,Parasympathomimetics,DrugBank
DB00382,Peripheral Nervous System Agents,DrugBank
DB00382,Psychoanaleptics,DrugBank
DB00383,Agents producing tachycardia,DrugBank
DB00383,Alimentary Tract and Metabolism,DrugBank
DB00383,Anticholinergic Agents,DrugBank
DB00383,Drugs for Functional Gastrointestinal Disorders,DrugBank
DB00383,Muscarinic Antagonists,DrugBank
DB00383,"Synthetic Anticholinergics, Esters With Tertiary Amino Group",DrugBank
DB00384,Agents causing hyperkalemia,DrugBank
DB00384,Cardiovascular Agents,DrugBank
DB00384,Cytochrome P-450 CYP1A2 Substrates,DrugBank
DB00384,Cytochrome P-450 Substrates,DrugBank
DB00384,Decreased Renal K+ Excretion,DrugBank
DB00384,Diuretics,DrugBank
DB00384,Drugs causing inadvertant photosensitivity,DrugBank
DB00384,Epithelial Sodium Channel Blockers,DrugBank
DB00384,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB00384,Hypotensive Agents,DrugBank
DB00384,Increased Diuresis,DrugBank
DB00384,Membrane Transport Modulators,DrugBank
DB00384,Natriuretic Agents,DrugBank
DB00384,Nephrotoxic agents,DrugBank
DB00384,Photosensitizing Agents,DrugBank
DB00384,Potassium-Sparing Diuretics,DrugBank
DB00384,Pteridines,DrugBank
DB00384,Sodium Channel Blockers,DrugBank
DB00385,Anthracycline Topoisomerase Inhibitor,DrugBank
DB00385,Anthracyclines,DrugBank
DB00385,Anthracyclines and Related Substances,DrugBank
DB00385,Antineoplastic Agents,DrugBank
DB00385,Antineoplastic and Immunomodulating Agents,DrugBank
DB00385,Carbohydrates,DrugBank
DB00385,Cytotoxic Antibiotics and Related Substances,DrugBank
DB00385,Cytotoxins,DrugBank
DB00385,Enzyme Inhibitors,DrugBank
DB00385,Glycosides,DrugBank
