mesh_id,name,source
MESH:D006962,"Hyperparathyroidism, Secondary",CTD
MESH:D054559,Hyperphosphatemia,CTD
MESH:D007011,Hypoparathyroidism,CTD
MESH:C537156,Hypoparathyroidism familial isolated,CTD
MESH:D008224,"Lymphoma, Follicular",CTD
MESH:D008325,"Mammary Neoplasms, Experimental",CTD
MESH:D012279,Rickets,CTD
MESH:D000142,"Acidosis, Respiratory",CTD
MESH:D003371,Cough,CTD
MESH:D006935,Hypercapnia,CTD
MESH:D058926,Intraoperative Awareness,CTD
MESH:D007431,Intraoperative Complications,CTD
MESH:D015877,Miosis,CTD
MESH:D009127,Muscle Rigidity,CTD
MESH:D009759,"Nystagmus, Pathologic",CTD
MESH:D012804,Sick Sinus Syndrome,CTD
MESH:D014474,Unconsciousness,CTD
MESH:D006938,Hyperlipoproteinemia Type II,CTD
MESH:D006953,Hyperlipoproteinemia Type IV,CTD
MESH:D011317,Priapism,CTD
MESH:D011469,Prostatic Diseases,CTD
MESH:D053448,Prostatism,CTD
MESH:D011472,Prostatitis,CTD
MESH:D059606,Polydipsia,CTD
MESH:D000013,Congenital Abnormalities,CTD
MESH:D004485,Eczema,CTD
MESH:D017492,"Keratosis, Seborrheic",CTD
MESH:D009421,Nervous System Malformations,CTD
MESH:D017499,Porokeratosis,CTD
MESH:D019048,Prostatic Intraepithelial Neoplasia,CTD
MESH:D056648,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,CTD
MESH:D001168,Arthritis,CTD
MESH:D002295,"Carcinoma, Transitional Cell",CTD
MESH:D004283,Dog Diseases,CTD
MESH:D006073,Gout,CTD
MESH:D006949,Hyperlipidemias,CTD
MESH:D033461,Hyperuricemia,CTD
MESH:D016773,"Leishmaniasis, Cutaneous",CTD
MESH:D007898,"Leishmaniasis, Visceral",CTD
MESH:D007945,"Leukemia, Lymphoid",CTD
MESH:D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",CTD
MESH:D007960,Leukocyte Disorders,CTD
MESH:D009503,Neutropenia,CTD
MESH:D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,CTD
MESH:D013280,Stomatitis,CTD
MESH:D013577,Syndrome,CTD
MESH:D001247,Asthenia,CTD
MESH:D006970,Disorders of Excessive Somnolence,CTD
MESH:D043183,Irritable Bowel Syndrome,CTD
MESH:D000015,"Abnormalities, Multiple",CTD
MESH:D000755,"Anemia, Sickle Cell",CTD
MESH:C535393,Ataxia with vitamin E deficiency,CTD
MESH:D001836,Body Weight Changes,CTD
MESH:D002279,"Carcinoma 256, Walker",CTD
MESH:D002493,Central Nervous System Diseases,CTD
MESH:D018450,Disease Progression,CTD
MESH:D004942,"Esophagitis, Peptic",CTD
MESH:D017496,Hypopigmentation,CTD
MESH:D007511,Ischemia,CTD
MESH:D008206,Lymphatic Diseases,CTD
MESH:D009139,Musculoskeletal Abnormalities,CTD
MESH:D009845,Oligospermia,CTD
MESH:D010014,Osteolysis,CTD
MESH:D010490,Pericardial Effusion,CTD
MESH:D011561,Pseudoxanthoma Elasticum,CTD
MESH:D011657,Pulmonary Eosinophilia,CTD
MESH:D011832,Radiation Injuries,CTD
MESH:D012174,Retinitis Pigmentosa,CTD
MESH:D014029,Tobacco Use Disorder,CTD
MESH:D017109,"Akathisia, Drug-Induced",CTD
MESH:D000647,Amnesia,CTD
MESH:D001342,Autonomic Nervous System Diseases,CTD
MESH:D012734,Disorders of Sex Development,CTD
MESH:D004775,Enuresis,CTD
MESH:D006966,Hyperprolactinemia,CTD
MESH:D010554,Personality Disorders,CTD
MESH:D010698,Phobic Disorders,CTD
MESH:D011297,Prenatal Exposure Delayed Effects,CTD
MESH:D020018,"Sexual Dysfunctions, Psychological",CTD
MESH:D013064,Speech Disorders,CTD
MESH:D013313,"Stress Disorders, Post-Traumatic",CTD
MESH:D019966,Substance-Related Disorders,CTD
MESH:D000077962,Body-Weight Trajectory,CTD
MESH:D000783,Aneurysm,CTD
MESH:D001157,Arterial Occlusive Diseases,CTD
MESH:D001477,Bartter Syndrome,CTD
MESH:D023921,Coronary Stenosis,CTD
MESH:D004414,Dyspareunia,CTD
MESH:D004760,Enterocolitis,CTD
MESH:D005921,Glomerulonephritis,CTD
MESH:D006958,"Hyperostosis, Cortical, Congenital",CTD
MESH:D018783,"Impotence, Vasculogenic",CTD
MESH:D002546,"Ischemic Attack, Transient",CTD
MESH:D009080,Mucocutaneous Lymph Node Syndrome,CTD
MESH:D010411,Penile Induration,CTD
MESH:D058729,Peripheral Arterial Disease,CTD
MESH:D010689,Phlebitis,CTD
MESH:D010488,Polyarteritis Nodosa,CTD
MESH:D018633,Pulmonary Atresia,CTD
MESH:D011655,Pulmonary Embolism,CTD
MESH:D011928,Raynaud Disease,CTD
MESH:D012595,"Scleroderma, Systemic",CTD
MESH:D017445,"Skin Diseases, Vascular",CTD
MESH:D012883,Skin Ulcer,CTD
MESH:D013771,Tetralogy of Fallot,CTD
MESH:D013919,Thromboangiitis Obliterans,CTD
MESH:D010051,Ovarian Neoplasms,CTD
MESH:D000690,Amyotrophic Lateral Sclerosis,CTD
MESH:D005128,Eye Diseases,CTD
MESH:D005600,Fragile X Syndrome,CTD
MESH:D000075322,Heavy Metal Poisoning,CTD
MESH:D008199,Lymphadenitis,CTD
MESH:D020528,"Multiple Sclerosis, Chronic Progressive",CTD
MESH:D020529,"Multiple Sclerosis, Relapsing-Remitting",CTD
MESH:D012140,Respiratory Tract Diseases,CTD
MESH:D018476,Hypokinesia,CTD
MESH:D065631,"Rhinitis, Allergic",CTD
MESH:D003108,Colonic Diseases,CTD
MESH:D004239,"Diverticulitis, Colonic",CTD
MESH:D006258,Head and Neck Neoplasms,CTD
MESH:D006932,Hyperbilirubinemia,CTD
MESH:D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",CTD
MESH:D016483,"Lymphoma, AIDS-Related",CTD
MESH:D016393,"Lymphoma, B-Cell",CTD
MESH:D052016,Mucositis,CTD
MESH:D058426,Neointima,CTD
MESH:D015275,Tumor Lysis Syndrome,CTD
MESH:C535563,Absence of Tibia,CTD
MESH:D001480,Basal Ganglia Diseases,CTD
MESH:D003704,Dementia,CTD
MESH:D020820,Dyskinesias,CTD
MESH:D005715,Gambling,CTD
MESH:D006506,Hepatitis A,CTD
MESH:D006526,Hepatitis C,CTD
MESH:D007010,Hyponatremia,CTD
MESH:D007177,Inappropriate ADH Syndrome,CTD
MESH:D007251,"Influenza, Human",CTD
MESH:D054068,Livedo Reticularis,CTD
MESH:D019964,Mood Disorders,CTD
MESH:D009976,Orthomyxoviridae Infections,CTD
MESH:D010302,"Parkinson Disease, Secondary",CTD
MESH:D016491,Peripheral Vascular Diseases,CTD
MESH:D011596,Psychomotor Disorders,CTD
MESH:D011605,"Psychoses, Substance-Induced",CTD
MESH:D019956,Stereotypic Movement Disorder,CTD
MESH:D005879,Tourette Syndrome,CTD
MESH:D011015,"Pneumonia, Aspiration",CTD
MESH:D017449,"Dermatitis, Allergic Contact",CTD
MESH:D003877,"Dermatitis, Contact",CTD
MESH:D016905,Gram-Negative Bacterial Infections,CTD
MESH:D000505,Alopecia,CTD
MESH:D000754,"Anemia, Refractory, with Excess of Blasts",CTD
MESH:D000756,"Anemia, Sideroblastic",CTD
MESH:D001416,Back Pain,CTD
MESH:D005483,Flushing,CTD
MESH:D006504,Hepatic Veno-Occlusive Disease,CTD
MESH:D015477,"Leukemia, Myelomonocytic, Chronic",CTD
MESH:D020522,"Lymphoma, Mantle-Cell",CTD
MESH:D011833,"Radiation Injuries, Experimental",CTD
MESH:D012912,Sneezing,CTD
MESH:D018746,Systemic Inflammatory Response Syndrome,CTD
MESH:D014987,Xerostomia,CTD
MESH:D000380,Agranulocytosis,CTD
MESH:D001170,"Arthritis, Infectious",CTD
MESH:D016470,Bacteremia,CTD
MESH:D001437,Bacteriuria,CTD
MESH:D001996,Bronchopneumonia,CTD
MESH:C564013,"Deafness, Aminoglycoside-Induced",CTD
MESH:D004696,Endocarditis,CTD
MESH:D004697,"Endocarditis, Bacterial",CTD
MESH:D004927,Escherichia coli Infections,CTD
MESH:D016908,Gram-Positive Bacterial Infections,CTD
MESH:D006312,"Hearing Loss, Bilateral",CTD
MESH:D006316,"Hearing Loss, High-Frequency",CTD
MESH:D006319,"Hearing Loss, Sensorineural",CTD
MESH:D046088,"Hearing Loss, Unilateral",CTD
MESH:D006945,Hyperhidrosis,CTD
MESH:C537152,"Hypomagnesemia 2, renal",CTD
MESH:D007710,Klebsiella Infections,CTD
MESH:D016920,"Meningitis, Bacterial",CTD
MESH:D008584,"Meningitis, Listeria",CTD
MESH:D016870,Neisseriaceae Infections,CTD
MESH:D000857,Olfaction Disorders,CTD
MESH:D000292,Pelvic Inflammatory Disease,CTD
MESH:D010493,Pericarditis,CTD
MESH:D011014,Pneumonia,CTD
MESH:D011552,Pseudomonas Infections,CTD
MESH:D012164,Retinal Diseases,CTD
MESH:D013203,Staphylococcal Infections,CTD
MESH:D013207,Staphylococcal Skin Infections,CTD
MESH:D013290,Streptococcal Infections,CTD
MESH:D013746,Tetany,CTD
MESH:D014376,Tuberculosis,CTD
MESH:D015837,Vestibular Diseases,CTD
MESH:D000141,"Acidosis, Renal Tubular",CTD
MESH:D003919,Diabetes Insipidus,CTD
MESH:D001778,Blood Coagulation Disorders,CTD
MESH:D006988,Hyphema,CTD
MESH:D020767,Intracranial Thrombosis,CTD
MESH:D008595,Menorrhagia,CTD
MESH:D009212,Myoglobinuria,CTD
MESH:D009404,Nephrotic Syndrome,CTD
MESH:D012790,Shwartzman Phenomenon,CTD
MESH:D013345,Subarachnoid Hemorrhage,CTD
MESH:D057049,Thrombotic Microangiopathies,CTD
MESH:D020301,"Vasospasm, Intracranial",CTD
MESH:D018268,Adrenocortical Carcinoma,CTD
MESH:D041781,"Jaundice, Obstructive",CTD
MESH:D017454,"Dermatitis, Photoallergic",CTD
MESH:D004890,Erythema,CTD
MESH:D055623,"Keratosis, Actinic",CTD
MESH:D009182,Mycosis Fungoides,CTD
MESH:D017118,"Porphyria, Acute Intermittent",CTD
MESH:D011164,Porphyrias,CTD
MESH:D012868,Skin Abnormalities,CTD
MESH:D000267,Tissue Adhesions,CTD
MESH:D020176,Tyrosinemias,CTD
MESH:D056650,Vulvodynia,CTD
MESH:D014860,Warts,CTD
MESH:D000686,Amyloidosis,CTD
MESH:D001991,Bronchitis,CTD
MESH:D055191,Delayed Emergence from Anesthesia,CTD
MESH:C537181,Paroxysmal nonkinesigenic dyskinesia,CTD
MESH:D046628,Sphincter of Oddi Dysfunction,CTD
MESH:D006394,Hemangiosarcoma,CTD
MESH:D018088,"Tuberculosis, Multidrug-Resistant",CTD
MESH:D000542,"Alveolitis, Extrinsic Allergic",CTD
MESH:D001177,"Arthropathy, Neurogenic",CTD
MESH:D001327,Autoimmune Diseases,CTD
MESH:D001766,Blindness,CTD
MESH:C535581,Cardiomyopathy dilated with woolly hair and keratoderma,CTD
MESH:D002341,Carotid Artery Thrombosis,CTD
MESH:D002526,Cerebellar Diseases,CTD
MESH:D017043,Chalazion,CTD
MESH:D002761,Cholangitis,CTD
MESH:D003117,Color Vision Defects,CTD
MESH:D003409,Congenital Hypothyroidism,CTD
MESH:D003288,Contusions,CTD
MESH:D003316,Corneal Diseases,CTD
MESH:D016757,"Death, Sudden, Cardiac",CTD
MESH:D004066,Digestive System Diseases,CTD
MESH:D004108,"Dilatation, Pathologic",CTD
MESH:D004823,Epididymitis,CTD
MESH:D004932,Esophageal and Gastric Varices,CTD
MESH:D005130,Eye Hemorrhage,CTD
MESH:D005315,Fetal Diseases,CTD
MESH:D016523,Foot Ulcer,CTD
MESH:D020233,"Gait Disorders, Neurologic",CTD
MESH:D042882,Gallstones,CTD
MESH:D015433,"Glomerulonephritis, Membranous",CTD
MESH:D006042,Goiter,CTD
MESH:D006486,Hemosiderosis,CTD
MESH:D006975,"Hypertension, Portal",CTD
MESH:D006980,Hyperthyroidism,CTD
MESH:D007037,Hypothyroidism,CTD
MESH:D007905,Lens Diseases,CTD
MESH:D008064,Lipidoses,CTD
MESH:D017563,"Lung Diseases, Interstitial",CTD
MESH:D008180,"Lupus Erythematosus, Systemic",CTD
MESH:D016464,Lysosomal Storage Diseases,CTD
MESH:D008659,Metabolic Diseases,CTD
MESH:D055613,Multiple Pulmonary Nodules,CTD
MESH:D009133,Muscular Atrophy,CTD
MESH:D017682,Myocardial Stunning,CTD
MESH:D009220,Myositis,CTD
MESH:D009230,Myxedema,CTD
MESH:D009468,Neuromuscular Diseases,CTD
MESH:D009886,Ophthalmoplegia,CTD
MESH:D009896,Optic Atrophy,CTD
MESH:D009901,Optic Nerve Diseases,CTD
MESH:D018917,"Optic Neuropathy, Ischemic",CTD
MESH:D020795,Photophobia,CTD
MESH:D011115,Polyneuropathies,CTD
MESH:D011249,"Pregnancy Complications, Cardiovascular",CTD
MESH:D012700,Serositis,CTD
MESH:D012769,Shock,CTD
MESH:C566506,Short QT Syndrome 1,CTD
MESH:D012848,Sinoatrial Block,CTD
MESH:D013494,"Supranuclear Palsy, Progressive",CTD
MESH:D013613,"Tachycardia, Ectopic Junctional",CTD
MESH:D054139,"Tachycardia, Reciprocating",CTD
MESH:D013959,Thyroid Diseases,CTD
MESH:D013966,Thyroiditis,CTD
MESH:D013971,Thyrotoxicosis,CTD
MESH:D056987,Vasoplegia,CTD
MESH:D054141,Ventricular Flutter,CTD
MESH:D014826,Vocal Cord Paralysis,CTD
MESH:D014927,Wolff-Parkinson-White Syndrome,CTD
MESH:D000568,Amenorrhea,CTD
MESH:D004700,Endocrine System Diseases,CTD
MESH:D005687,Galactorrhea,CTD
MESH:D015228,Hypertriglyceridemia,CTD
MESH:D008599,Menstruation Disturbances,CTD
MESH:D015835,Ocular Motility Disorders,CTD
MESH:D011604,"Psychoses, Alcoholic",CTD
MESH:D012563,"Schizophrenia, Paranoid",CTD
MESH:D012735,"Sexual Dysfunction, Physiological",CTD
MESH:D013981,Tic Disorders,CTD
MESH:D014313,Trismus,CTD
MESH:D003643,Death,CTD
MESH:D008924,Mite Infestations,CTD
MESH:D013984,Tick Infestations,CTD
MESH:D000219,Adams-Stokes Syndrome,CTD
MESH:D000341,"Affective Disorders, Psychotic",CTD
MESH:D001763,Blepharoptosis,CTD
MESH:D002194,Capgras Syndrome,CTD
MESH:D002385,Cataplexy,CTD
MESH:D003929,Diabetic Neuropathies,CTD
MESH:D006685,Hoarseness,CTD
MESH:D006974,"Hypertension, Malignant",CTD
MESH:D007759,Labyrinth Diseases,CTD
MESH:D009122,Muscle Hypertonia,CTD
MESH:D019226,Oral Ulcer,CTD
MESH:D059348,Peripheral Nerve Injuries,CTD
MESH:D049188,Prenatal Injuries,CTD
MESH:D011843,Radiculopathy,CTD
MESH:D015619,Respiratory System Abnormalities,CTD
MESH:D020886,Somatosensory Disorders,CTD
MESH:D013009,Somnambulism,CTD
MESH:D013543,Sweat Gland Diseases,CTD
MESH:D018781,Tension-Type Headache,CTD
MESH:D014012,Tinnitus,CTD
MESH:D014564,Urogenital Abnormalities,CTD
MESH:D050197,Atherosclerosis,CTD
MESH:C537095,Brachydactyly with hypertension,CTD
MESH:D003327,Coronary Disease,CTD
MESH:D023903,Coronary Restenosis,CTD
MESH:D005885,Gingival Hyperplasia,CTD
MESH:D006978,"Hypertension, Renovascular",CTD
MESH:D017379,"Hypertrophy, Left Ventricular",CTD
MESH:D007410,Intestinal Diseases,CTD
MESH:D008260,Macroglossia,CTD
MESH:D058226,"Plaque, Atherosclerotic",CTD
MESH:D011000,"Pleurodynia, Epidemic",CTD
MESH:D011225,Pre-Eclampsia,CTD
MESH:D013684,Telangiectasis,CTD
MESH:D014550,"Urinary Incontinence, Stress",CTD
MESH:D066253,Vascular Remodeling,CTD
MESH:D010212,Papilloma,CTD
MESH:D000405,Akinetic Mutism,CTD
MESH:D003229,Conjunctival Diseases,CTD
MESH:D008288,Malaria,CTD
MESH:D016778,"Malaria, Falciparum",CTD
OMIM:248310,PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL,CTD
MESH:D060585,Fusariosis,CTD
MESH:D001928,"Brain Diseases, Metabolic",CTD
MESH:D014103,Torticollis,CTD
MESH:D018784,Abdominal Abscess,CTD
MESH:D054058,Acute Coronary Syndrome,CTD
MESH:D000744,"Anemia, Hemolytic, Autoimmune",CTD
MESH:D001987,Bronchiectasis,CTD
MESH:D017714,Community-Acquired Infections,CTD
MESH:D006192,Haemophilus Infections,CTD
MESH:D016481,Helicobacter Infections,CTD
MESH:D006463,Hemolytic-Uremic Syndrome,CTD
MESH:D006969,"Hypersensitivity, Immediate",CTD
MESH:D008582,"Meningitis, Aseptic",CTD
MESH:D010033,Otitis Media,CTD
MESH:D010518,Periodontitis,CTD
MESH:D011008,Pneumococcal Infections,CTD
MESH:D018410,"Pneumonia, Bacterial",CTD
MESH:D011018,"Pneumonia, Pneumococcal",CTD
MESH:D017542,"Aneurysm, Ruptured",CTD
MESH:D056988,Anterior Wall Myocardial Infarction,CTD
MESH:D017545,"Aortic Aneurysm, Thoracic",CTD
MESH:D000784,Aortic Dissection,CTD
MESH:D001832,Body Temperature Changes,CTD
MESH:D001925,"Brain Damage, Chronic",CTD
MESH:D002012,Bruxism,CTD
MESH:D006502,Budd-Chiari Syndrome,CTD
MESH:D002340,Carotid Artery Diseases,CTD
MESH:C535485,Chromosome 13q trisomy,CTD
MESH:D017091,"Colitis, Ischemic",CTD
MESH:D003323,Coronary Aneurysm,CTD
MESH:D002658,Developmental Disabilities,CTD
MESH:D019263,Dysthymic Disorder,CTD
MESH:D004438,Ecchymosis,CTD
MESH:D006341,Heart Rupture,CTD
MESH:D046649,"Hematoma, Subdural, Spinal",CTD
MESH:D006556,Heroin Dependence,CTD
MESH:D016142,Holoprosencephaly,CTD
MESH:D020244,"Infarction, Middle Cerebral Artery",CTD
MESH:D002532,Intracranial Aneurysm,CTD
MESH:D002542,Intracranial Embolism and Thrombosis,CTD
MESH:D009290,Narcolepsy,CTD
MESH:D019150,Neuroaxonal Dystrophies,CTD
MESH:D017689,Polydactyly,CTD
MESH:D012652,Self Mutilation,CTD
MESH:D054549,Takotsubo Cardiomyopathy,CTD
MESH:D020293,"Vasculitis, Central Nervous System",CTD
MESH:D001228,Aspergillosis,CTD
MESH:D001759,Blastomycosis,CTD
MESH:D001835,Body Weight,CTD
MESH:D018437,Brown-Sequard Syndrome,CTD
MESH:D058387,Candidemia,CTD
MESH:D002177,Candidiasis,CTD
MESH:D002181,"Candidiasis, Vulvovaginal",CTD
MESH:D002494,Central Nervous System Infections,CTD
MESH:D002862,Chromoblastomycosis,CTD
MESH:D003047,Coccidioidomycosis,CTD
MESH:D003048,Coccidiosis,CTD
MESH:D003453,Cryptococcosis,CTD
MESH:D003881,Dermatomycoses,CTD
MESH:D004172,Diplopia,CTD
MESH:D005242,Fecal Incontinence,CTD
MESH:D005335,Fever of Unknown Origin,CTD
MESH:D016469,Fungemia,CTD
MESH:D006660,Histoplasmosis,CTD
MESH:D006955,Hypernatremia,CTD
MESH:D007762,Labyrinthitis,CTD
MESH:D007896,Leishmaniasis,CTD
MESH:D007897,"Leishmaniasis, Mucocutaneous",CTD
MESH:D008172,"Lung Diseases, Fungal",CTD
MESH:D016919,"Meningitis, Cryptococcal",CTD
MESH:D016921,"Meningitis, Fungal",CTD
MESH:D009091,Mucormycosis,CTD
MESH:D059249,Otomycosis,CTD
MESH:D020335,Paraparesis,CTD
MESH:D017096,Prion Diseases,CTD
MESH:D055732,Pulmonary Aspergillosis,CTD
MESH:D013118,Spinal Cord Diseases,CTD
MESH:C536777,Systemic candidiasis,CTD
MESH:D014262,Tricuspid Valve Insufficiency,CTD
MESH:D020096,Zygomycosis,CTD
MESH:D000038,Abscess,CTD
MESH:D001922,Brain Abscess,CTD
MESH:D002764,Cholecystitis,CTD
MESH:D003638,Deafness,CTD
MESH:D003873,"Dermatitis, Exfoliative",CTD
MESH:D004381,Duodenal Ulcer,CTD
MESH:D004405,"Dysentery, Bacillary",CTD
MESH:D004698,"Endocarditis, Subacute Bacterial",CTD
MESH:D004751,Enteritis,CTD
MESH:D007105,Immune Complex Diseases,CTD
MESH:D008583,"Meningitis, Haemophilus",CTD
MESH:D010538,Peritonitis,CTD
MESH:D011512,Proteus Infections,CTD
MESH:D012010,"Red-Cell Aplasia, Pure",CTD
MESH:D012480,Salmonella Infections,CTD
MESH:D013353,Subdural Effusion,CTD
MESH:D014188,Transposition of Great Vessels,CTD
MESH:D002303,"Cardiac Output, Low",CTD
MESH:D012770,"Shock, Cardiogenic",CTD
MESH:D018497,"Ventricular Dysfunction, Right",CTD
MESH:D007414,Intestinal Neoplasms,CTD
MESH:D015456,"Leukemia, Biphenotypic, Acute",CTD
MESH:D009378,"Neoplasms, Multiple Primary",CTD
MESH:D011087,Polycythemia Vera,CTD
MESH:D013920,"Thrombocythemia, Essential",CTD
MESH:D013922,Thrombocytosis,CTD
MESH:D002349,Carpal Tunnel Syndrome,CTD
MESH:D003882,Dermatomyositis,CTD
MESH:C536961,Familial Testotoxicosis,CTD
MESH:D009364,"Neoplasm Recurrence, Local",CTD
MESH:D017119,Porphyria Cutanea Tarda,CTD
MESH:D003490,Cyanosis,CTD
MESH:D000083242,Ischemic Stroke,CTD
MESH:D012509,Sarcoma,CTD
MESH:D013158,Splenic Diseases,CTD
MESH:D003085,Colic,CTD
MESH:D004461,Eclampsia,CTD
MESH:D012216,Rheumatic Diseases,CTD
MESH:D020964,Embryo Loss,CTD
MESH:D020329,Essential Tremor,CTD
MESH:D010409,Penile Diseases,CTD
MESH:D010842,Pica,CTD
MESH:D015875,Anisocoria,CTD
MESH:D004774,Entropion,CTD
MESH:D005141,Eyelid Diseases,CTD
MESH:D005902,"Glaucoma, Open-Angle",CTD
MESH:D006732,Horner Syndrome,CTD
MESH:D015814,Ocular Hypotension,CTD
MESH:D020083,Acquired Hyperostosis Syndrome,CTD
MESH:D019465,Craniofacial Abnormalities,CTD
MESH:D015299,Discitis,CTD
MESH:D020802,Epidural Abscess,CTD
MESH:D002280,Basal Cell Carcinoma,CTD
MESH:D007153,Immunologic Deficiency Syndromes,CTD
MESH:D009062,Mouth Neoplasms,CTD
MESH:D009914,Oral Submucous Fibrosis,CTD
MESH:D014062,Tongue Neoplasms,CTD
MESH:D016063,"Blood Loss, Surgical",CTD
MESH:D016769,Embolism and Thrombosis,CTD
MESH:D005734,Gangrene,CTD
MESH:D019106,Postoperative Hemorrhage,CTD
MESH:D019851,Thrombophilia,CTD
MESH:D020817,Asperger Syndrome,CTD
MESH:D002659,"Child Development Disorders, Pervasive",CTD
MESH:D006606,Hiccup,CTD
MESH:D008607,Intellectual Disability,CTD
MESH:D014060,Tongue Diseases,CTD
MESH:D058739,Aberrant Crypt Foci,CTD
MESH:D000077192,Adenocarcinoma of Lung,CTD
MESH:D020261,Arsenic Poisoning,CTD
MESH:D053627,Asthenozoospermia,CTD
MESH:D001752,Blast Crisis,CTD
MESH:D002051,Burkitt Lymphoma,CTD
MESH:D002291,"Carcinoma, Papillary",CTD
MESH:D018288,"Carcinoma, Small Cell",CTD
MESH:D003681,Dehydration,CTD
MESH:D005354,Fibrosarcoma,CTD
MESH:D005706,Gallbladder Neoplasms,CTD
MESH:D042822,Genomic Instability,CTD
MESH:D015490,HTLV-I Infections,CTD
MESH:D054990,Idiopathic Pulmonary Fibrosis,CTD
MESH:D007154,Immune System Diseases,CTD
MESH:D007246,Infertility,CTD
MESH:D007942,"Leukemia, Experimental",CTD
MESH:D015459,"Leukemia-Lymphoma, Adult T-Cell",CTD
MESH:D007948,"Leukemia, Monocytic, Acute",CTD
MESH:D007951,"Leukemia, Myeloid",CTD
MESH:D015458,"Leukemia, T-Cell",CTD
MESH:C563614,Long Qt Syndrome 2,CTD
MESH:D016410,"Lymphoma, T-Cell, Cutaneous",CTD
MESH:D000086002,"Mesothelioma, Malignant",CTD
MESH:D009101,Multiple Myeloma,CTD
MESH:D009190,Myelodysplastic Syndromes,CTD
MESH:D000077274,Nasopharyngeal Carcinoma,CTD
MESH:D010182,Pancreatic Diseases,CTD
MESH:D012008,Recurrence,CTD
MESH:D012175,Retinoblastoma,CTD
MESH:D012512,"Sarcoma, Ewing",CTD
MESH:D000072660,Teratozoospermia,CTD
MESH:D050033,Thyroid Dysgenesis,CTD
MESH:D013964,Thyroid Neoplasms,CTD
MESH:D002583,Uterine Cervical Neoplasms,CTD
MESH:D000098943,Uveal Melanoma,CTD
MESH:D014123,Toxoplasmosis,CTD
MESH:D016780,"Malaria, Vivax",CTD
MESH:D018512,Parasitemia,CTD
MESH:D018798,"Anemia, Iron-Deficiency",CTD
MESH:D001206,Ascorbic Acid Deficiency,CTD
MESH:D002607,Charcot-Marie-Tooth Disease,CTD
MESH:D003139,Common Cold,CTD
MESH:D020918,Complex Regional Pain Syndromes,CTD
MESH:D003930,Diabetic Retinopathy,CTD
MESH:C538011,Eales disease,CTD
MESH:D019446,Endotoxemia,CTD
MESH:D044882,Glucose Metabolism Disorders,CTD
MESH:D006548,"Hernia, Diaphragmatic",CTD
OMIM:146850,IMMUNE SUPPRESSION,CTD
MESH:D020264,"Lead Poisoning, Nervous System, Childhood",CTD
MESH:D020149,Manganese Poisoning,CTD
MESH:D008548,Melanosis,CTD
MESH:D008630,Mercury Poisoning,CTD
MESH:D020763,"Pathological Conditions, Anatomical",CTD
MESH:D011085,Polycystic Ovary Syndrome,CTD
MESH:D011628,"Puberty, Delayed",CTD
MESH:D012614,Scurvy,CTD
MESH:D003731,Dental Caries,CTD
MESH:D004489,"Edema, Cardiac",CTD
MESH:D004893,Erythema Nodosum,CTD
MESH:D012859,Sjogren's Syndrome,CTD
MESH:D000137,Acid-Base Imbalance,CTD
MESH:D000472,"Alkalosis, Respiratory",CTD
MESH:D020757,Amaurosis Fugax,CTD
MESH:D000788,"Angina Pectoris, Variant",CTD
MESH:D000868,Anterior Compartment Syndrome,CTD
MESH:D016736,Antiphospholipid Syndrome,CTD
MESH:D001017,Aortic Coarctation,CTD
MESH:D001024,Aortic Valve Stenosis,CTD
MESH:D001171,"Arthritis, Juvenile",CTD
MESH:D055963,"Asthma, Aspirin-Induced",CTD
MESH:C565935,"Asthma, Nasal Polyps, And Aspirin Intolerance",CTD
MESH:D001768,Blister,CTD
MESH:D001791,Blood Platelet Disorders,CTD
MESH:D001932,Brain Neoplasms,CTD
MESH:D002561,Cerebrovascular Disorders,CTD
MESH:D002644,Chickenpox,CTD
MESH:D002908,Chronic Disease,CTD
MESH:D003328,Coronary Thrombosis,CTD
MESH:D003920,Diabetes Mellitus,CTD
MESH:C537996,Dysgnathia complex,CTD
MESH:D053159,Dysuria,CTD
MESH:D004916,Erythromelalgia,CTD
MESH:D004935,Esophageal Diseases,CTD
MESH:D005124,Eye Abnormalities,CTD
MESH:C536392,"Factor 8 deficiency, acquired",CTD
MESH:D005368,Filariasis,CTD
MESH:D005512,Food Hypersensitivity,CTD
MESH:D005747,Gastric Fistula,CTD
MESH:D005759,Gastroenteritis,CTD
MESH:D006083,"Graft Occlusion, Vascular",CTD
MESH:D006396,Hematemesis,CTD
MESH:D006407,"Hematoma, Epidural, Cranial",CTD
MESH:D046748,"Hematoma, Epidural, Spinal",CTD
MESH:D020200,"Hematoma, Subdural, Chronic",CTD
MESH:D006456,Hemoglobinuria,CTD
MESH:D000083302,Hemorrhagic Stroke,CTD
MESH:D051516,Hemospermia,CTD
MESH:D020141,Hemostatic Disorders,CTD
MESH:D006521,"Hepatitis, Chronic",CTD
MESH:D065630,"Hernias, Diaphragmatic, Congenital",CTD
MESH:D012001,Hyperacusis,CTD
MESH:D046110,"Hypertension, Pregnancy-Induced",CTD
