drug_id,protein_id,relationship_type,actions,known_action,inhibition_strength,induction_strength,source,match_type,match_value
DB00182,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00182
DB00182,BE0003650,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00182
DB00182,BE0000106,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00182
DB00184,BE0000849,target,agonist,yes,,,DrugBank,drugbank_id,DB00184
DB00184,BE0002341,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000850,target,agonist,yes,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000738,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003585,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003586,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003587,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0002343,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000411,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003588,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003584,target,agonist,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0002090,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000519,target,substrate,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003543,enzyme,inhibitor,no,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00184
DB00184,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00184
DB00184,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00184
DB00184,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0002198,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0002196,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003336,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0003534,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00184
DB00184,BE0003647,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003648,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0003650,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000106,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00184,BE0000757,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00184
DB00185,BE0000045,target,agonist,yes,,,DrugBank,drugbank_id,DB00185
DB00185,BE0000092,target,agonist,yes,,,DrugBank,drugbank_id,DB00185
DB00185,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00185
DB00185,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00185
DB00185,BE0003609,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00185
DB00186,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB00186
DB00186,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB00186
DB00186,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB00186
DB00186,BE0004696,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00186
DB00187,BE0000172,target,,unknown,,,DrugBank,drugbank_id,DB00187
DB00187,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00187
DB00188,BE0002348,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00188
DB00188,BE0002347,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00188
DB00188,BE0001739,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00188
DB00188,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00188
DB00188,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00188
DB00188,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00188
DB00188,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00188
DB00188,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00188
DB00188,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00188
DB00188,BE0003659,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB00188
DB00189,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB00189
DB00189,BE0000795,target,antagonist,unknown,,,DrugBank,drugbank_id,DB00189
DB00189,BE0002346,target,antagonist,unknown,,,DrugBank,drugbank_id,DB00189
DB00190,BE0002151,target,substrate,unknown,,,DrugBank,drugbank_id,DB00190
DB00191,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB00191
DB00191,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00191
DB00191,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB00191
DB00191,BE0002198,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00191
DB00191,BE0002196,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00191
DB00191,BE0003476,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00191
DB00191,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00191
DB00193,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0002081,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000632,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000420,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0004956,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000013,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0004864,target,inducer,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000533,target,antagonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0002341,target,agonist,unknown,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000045,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000092,target,agonist,yes,,,DrugBank,drugbank_id,DB00193
DB00193,BE0000384,target,inhibitor,no,,,DrugBank,drugbank_id,DB00193
DB00193,BE0001023,target,inducer,unknown,,,DrugBank,drugbank_id,DB00193
DB00193,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00193
DB00193,BE0003541,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00193
DB00193,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00193
DB00193,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00193
DB00195,BE0000172,target,,unknown,,,DrugBank,drugbank_id,DB00195
DB00195,BE0000694,target,,unknown,,,DrugBank,drugbank_id,DB00195
DB00195,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00195
DB00195,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00195
DB00196,BE0000233,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00196
DB00196,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00196
DB00196,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00196
DB00196,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00196
DB00196,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00196
DB00196,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00196
DB00197,BE0000215,target,agonist|regulator,yes,,,DrugBank,drugbank_id,DB00197
DB00197,BE0002088,target,inverse agonist,no,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003722,target,inverse agonist,no,,,DrugBank,drugbank_id,DB00197
DB00197,BE0001007,target,agonist,yes,,,DrugBank,drugbank_id,DB00197
DB00197,BE0000071,target,activator,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0000814,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0000996,target,inducer,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0000240,target,,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0001204,target,inhibitor,no,,,DrugBank,drugbank_id,DB00197
DB00197,BE0002090,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003543,enzyme,inhibitor,no,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00197
DB00197,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003612,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0003677,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003544,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0004694,enzyme,substrate|inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0004695,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003682,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003538,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003678,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0003679,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0004696,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00197
DB00197,BE0003541,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00197
DB00197,BE0000703,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00197
DB00197,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00197
DB00198,BE0000584,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00198
DB00198,BE0000914,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00198
DB00198,BE0003200,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00198
DB00198,BE0002705,enzyme,substrate,yes,,,DrugBank,drugbank_id,DB00198
DB00198,BE0001188,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00198
DB00198,BE0001018,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00198
DB00198,BE0003645,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00198
DB00199,BE0004800,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00199
DB00199,BE0003521,target,agonist,no,,,DrugBank,drugbank_id,DB00199
DB00199,BE0000090,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00199
DB00199,BE0003612,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00199
DB00199,BE0003659,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB00199
DB00199,BE0000703,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0001069,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00199
DB00199,BE0003642,transporter,substrate,no,,,DrugBank,drugbank_id,DB00199
DB00200,BE0000734,target,cofactor,yes,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000777,target,cofactor,yes,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000320,target,binder,unknown,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000238,target,substrate,unknown,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000340,target,substrate,unknown,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000936,target,substrate,unknown,,,DrugBank,drugbank_id,DB00200
DB00200,BE0002175,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00200
DB00200,BE0000362,carrier,substrate,unknown,,,DrugBank,drugbank_id,DB00200
DB00201,BE0000013,target,agonist,yes,,,DrugBank,drugbank_id,DB00201
DB00201,BE0000924,target,antagonist,yes,,,DrugBank,drugbank_id,DB00201
DB00201,BE0000241,target,antagonist,yes,,,DrugBank,drugbank_id,DB00201
DB00201,BE0000354,target,antagonist,yes,,,DrugBank,drugbank_id,DB00201
DB00201,BE0009789,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00201
DB00201,BE0001096,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0000487,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0000739,target,activator,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0004922,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0002385,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0002406,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0002379,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0002407,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0004914,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0004874,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00201,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00201
DB00201,BE0003543,enzyme,inhibitor,no,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0001111,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00201
DB00201,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00201
DB00201,BE0001067,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00201
DB00202,BE0009927,target,agonist,yes,,,DrugBank,drugbank_id,DB00202
DB00202,BE0000560,target,agonist,unknown,,,DrugBank,drugbank_id,DB00202
DB00202,BE0000045,target,agonist,yes,,,DrugBank,drugbank_id,DB00202
DB00202,BE0002180,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00202
DB00203,BE0000182,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00203
DB00203,BE0002458,target,modulator,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003556,target,inhibitor,no,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003557,target,inhibitor,no,,,DrugBank,drugbank_id,DB00203
DB00203,BE0000404,target,product of,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003441,target,downregulator,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00203
DB00203,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003612,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00203
DB00203,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00203
DB00203,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00203
DB00203,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00203
DB00203,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00203
DB00203,BE0001188,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003639,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0003651,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00203
DB00203,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00203
DB00204,BE0000090,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00204
DB00204,BE0000210,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00204
DB00204,BE0001131,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00204
DB00204,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00204
DB00204,BE0003647,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00204
DB00205,BE0000330,target,substrate,no,,,DrugBank,drugbank_id,DB00205
DB00205,BE0000563,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00205
DB00205,BE0001153,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00205
DB00205,BE0003405,target,binder,unknown,,,DrugBank,drugbank_id,DB00205
DB00205,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00205
DB00205,BE0003657,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB00205
DB00205,BE0004752,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB00205
DB00206,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00206
DB00206,BE0004674,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0003408,target,binder,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0003648,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0000703,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0001069,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0003647,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00206
DB00206,BE0001042,transporter,substrate,no,,,DrugBank,drugbank_id,DB00206
DB00207,BE0004800,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00207
DB00207,BE0001092,target,,unknown,,,DrugBank,drugbank_id,DB00207
DB00207,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00207
DB00207,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00207
DB00207,BE0001069,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00207
DB00208,BE0000110,target,antagonist,yes,,,DrugBank,drugbank_id,DB00208
DB00208,BE0005561,target,modulator,unknown,,,DrugBank,drugbank_id,DB00208
DB00208,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00208
DB00208,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00208
DB00208,BE0001075,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00208
DB00208,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00208
DB00208,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00208
DB00208,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00208
DB00208,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00208
DB00208,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00208
DB00209,BE0000247,target,antagonist,unknown,,,DrugBank,drugbank_id,DB00209
DB00209,BE0000045,target,agonist,yes,,,DrugBank,drugbank_id,DB00209
DB00209,BE0000092,target,agonist,yes,,,DrugBank,drugbank_id,DB00209
DB00209,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00209
DB00211,BE0000501,target,agonist,yes,,,DrugBank,drugbank_id,DB00211
DB00211,BE0000575,target,agonist,yes,,,DrugBank,drugbank_id,DB00211
DB00211,BE0000715,target,agonist,unknown,,,DrugBank,drugbank_id,DB00211
DB00211,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00211
DB00211,BE0001018,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00211
DB00212,BE0000270,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00212
DB00213,BE0000349,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00213
DB00213,BE0000619,target,modulator,unknown,,,DrugBank,drugbank_id,DB00213
DB00213,BE0000766,target,,unknown,,,DrugBank,drugbank_id,DB00213
DB00213,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00213
DB00213,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00213
DB00213,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00213
DB00213,BE0001067,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00213
DB00213,BE0003645,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00213
DB00214,BE0000281,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00214
DB00214,BE0000502,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00214
DB00214,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00214
DB00214,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00214
DB00214,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB00214
DB00214,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00214
DB00215,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00215
DB00215,BE0000442,target,binder,no,,,DrugBank,drugbank_id,DB00215
DB00215,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00215
DB00215,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00215
DB00215,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00215
DB00215,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00215
DB00215,BE0002198,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00215
DB00215,BE0002196,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00215
DB00215,BE0003539,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00215
DB00215,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00215
DB00216,BE0000797,target,agonist,yes,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000659,target,agonist,yes,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000460,target,agonist,yes,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000291,target,partial agonist,unknown,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000476,target,modulator,unknown,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000393,target,modulator,unknown,,,DrugBank,drugbank_id,DB00216
DB00216,BE0000650,target,modulator,unknown,,,DrugBank,drugbank_id,DB00216
DB00216,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00216
DB00216,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00216
DB00216,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00216
DB00216,BE0003336,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00216
DB00216,BE0000017,enzyme,inducer,unknown,,unknown,DrugBank,drugbank_id,DB00216
DB00216,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00216
DB00216,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00216
DB00217,BE0000644,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00217
DB00217,BE0004864,target,inducer,yes,,,DrugBank,drugbank_id,DB00217
DB00217,BE0000172,target,,unknown,,,DrugBank,drugbank_id,DB00217
DB00217,BE0004872,target,agonist,unknown,,,DrugBank,drugbank_id,DB00217
DB00218,BE0000366,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00218
DB00218,BE0000429,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00218
DB00218,BE0002388,target,modulator,unknown,,,DrugBank,drugbank_id,DB00218
DB00218,BE0008385,target,modulator,unknown,,,DrugBank,drugbank_id,DB00218
DB00218,BE0000742,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00218
DB00218,BE0000930,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00218
DB00218,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00218
DB00219,BE0000092,target,agonist,yes,,,DrugBank,drugbank_id,DB00219
DB00220,BE0000787,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00220
DB00220,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00220
DB00220,BE0003612,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00220
DB00220,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00220
DB00220,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00220
DB00220,BE0003541,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00220
DB00220,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB00220
DB00220,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB00220
DB00220,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0000925,carrier,binder,no,,,DrugBank,drugbank_id,DB00220
DB00220,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0003648,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0003642,transporter,substrate,no,,,DrugBank,drugbank_id,DB00220
DB00220,BE0001067,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00220
DB00220,BE0003659,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB00220
DB00220,BE0001042,transporter,substrate,no,,,DrugBank,drugbank_id,DB00220
