drug_id,pathway_id,source
DB00354,SMP0058964,DrugBank
DB00360,SMP0000005,DrugBank
DB00360,SMP0000006,DrugBank
DB00360,SMP0000020,DrugBank
DB00360,SMP0000063,DrugBank
DB00360,SMP0000169,DrugBank
DB00360,SMP0000188,DrugBank
DB00360,SMP0000190,DrugBank
DB00360,SMP0000207,DrugBank
DB00360,SMP0000208,DrugBank
DB00360,SMP0000218,DrugBank
DB00360,SMP0000360,DrugBank
DB00360,SMP0000361,DrugBank
DB00360,SMP0000362,DrugBank
DB00360,SMP0000363,DrugBank
DB00360,SMP0000429,DrugBank
DB00360,SMP0000486,DrugBank
DB00360,SMP0000487,DrugBank
DB00360,SMP0000488,DrugBank
DB00360,SMP0000489,DrugBank
DB00360,SMP0000490,DrugBank
DB00360,SMP0000491,DrugBank
DB00360,SMP0000494,DrugBank
DB00360,SMP0000498,DrugBank
DB00360,SMP0000504,DrugBank
DB00360,SMP0000505,DrugBank
DB00360,SMP0000506,DrugBank
DB00360,SMP0000507,DrugBank
DB00360,SMP0000533,DrugBank
DB00360,SMP0000650,DrugBank
DB00360,SMP0063777,DrugBank
DB00361,SMP0000439,DrugBank
DB00366,SMP0058803,DrugBank
DB00368,SMP0000006,DrugBank
DB00368,SMP0000012,DrugBank
DB00368,SMP0000169,DrugBank
DB00368,SMP0000170,DrugBank
DB00368,SMP0000190,DrugBank
DB00368,SMP0000218,DrugBank
DB00368,SMP0000392,DrugBank
DB00368,SMP0000393,DrugBank
DB00368,SMP0000394,DrugBank
DB00368,SMP0000395,DrugBank
DB00368,SMP0000396,DrugBank
DB00368,SMP0000397,DrugBank
DB00368,SMP0000398,DrugBank
DB00368,SMP0000399,DrugBank
DB00368,SMP0000400,DrugBank
DB00368,SMP0000401,DrugBank
DB00368,SMP0000402,DrugBank
DB00368,SMP0000403,DrugBank
DB00368,SMP0000404,DrugBank
DB00368,SMP0000405,DrugBank
DB00368,SMP0000406,DrugBank
DB00368,SMP0000407,DrugBank
DB00368,SMP0000408,DrugBank
DB00368,SMP0000409,DrugBank
DB00368,SMP0000410,DrugBank
DB00368,SMP0000411,DrugBank
DB00368,SMP0000412,DrugBank
DB00368,SMP0000413,DrugBank
DB00368,SMP0000414,DrugBank
DB00368,SMP0000415,DrugBank
DB00368,SMP0000416,DrugBank
DB00368,SMP0000417,DrugBank
DB00368,SMP0000422,DrugBank
DB00368,SMP0000423,DrugBank
DB00368,SMP0000424,DrugBank
DB00368,SMP0000425,DrugBank
DB00368,SMP0000426,DrugBank
DB00368,SMP0000429,DrugBank
DB00368,SMP0000431,DrugBank
DB00368,SMP0000494,DrugBank
DB00368,SMP0000497,DrugBank
DB00368,SMP0000498,DrugBank
DB00368,SMP0000533,DrugBank
DB00368,SMP0000671,DrugBank
DB00368,SMP0000672,DrugBank
DB00368,SMP0000673,DrugBank
DB00368,SMP0000674,DrugBank
DB00368,SMP0000675,DrugBank
DB00368,SMP0000676,DrugBank
DB00368,SMP0000677,DrugBank
DB00368,SMP0000678,DrugBank
DB00368,SMP0000679,DrugBank
DB00368,SMP0000680,DrugBank
DB00368,SMP0000681,DrugBank
DB00368,SMP0000683,DrugBank
DB00368,SMP0000684,DrugBank
DB00368,SMP0000685,DrugBank
DB00368,SMP0000686,DrugBank
DB00368,SMP0000687,DrugBank
DB00368,SMP0000688,DrugBank
DB00368,SMP0000689,DrugBank
DB00368,SMP0000690,DrugBank
DB00368,SMP0000691,DrugBank
DB00370,SMP0062885,DrugBank
DB00371,SMP0000469,DrugBank
DB00371,SMP0000607,DrugBank
DB00373,SMP0000659,DrugBank
DB00379,SMP0000329,DrugBank
DB00381,SMP0000376,DrugBank
DB00384,SMP0000132,DrugBank
DB00393,SMP0000380,DrugBank
DB00396,SMP0000130,DrugBank
DB00396,SMP0000371,DrugBank
DB00396,SMP0000372,DrugBank
DB00396,SMP0000373,DrugBank
DB00396,SMP0000566,DrugBank
DB00396,SMP0000575,DrugBank
DB00396,SMP0000576,DrugBank
DB00396,SMP0000577,DrugBank
DB00396,SMP0000578,DrugBank
DB00396,SMP0000717,DrugBank
DB00396,SMP0000718,DrugBank
DB00398,SMP0000648,DrugBank
DB00399,SMP0000107,DrugBank
DB00401,SMP0000381,DrugBank
DB00405,SMP0057580,DrugBank
DB00407,SMP0000272,DrugBank
DB00407,SMP0000275,DrugBank
DB00412,SMP0000653,DrugBank
DB00421,SMP0000134,DrugBank
DB00427,SMP0057581,DrugBank
DB00434,SMP0059694,DrugBank
DB00435,SMP0000020,DrugBank
DB00435,SMP0000188,DrugBank
DB00435,SMP0000207,DrugBank
DB00435,SMP0000208,DrugBank
DB00435,SMP0000360,DrugBank
DB00435,SMP0000361,DrugBank
DB00435,SMP0000362,DrugBank
DB00435,SMP0000363,DrugBank
DB00435,SMP0000504,DrugBank
DB00435,SMP0000505,DrugBank
DB00435,SMP0000506,DrugBank
DB00435,SMP0000507,DrugBank
DB00435,SMP0063777,DrugBank
DB00436,SMP0000090,DrugBank
DB00439,SMP0000111,DrugBank
DB00441,SMP0000446,DrugBank
DB00441,SMP0000603,DrugBank
DB00444,SMP0000443,DrugBank
DB00444,SMP0000602,DrugBank
DB00446,SMP0000729,DrugBank
DB00448,SMP0000227,DrugBank
DB00448,SMP0000614,DrugBank
DB00451,SMP0000716,DrugBank
DB00452,SMP0000256,DrugBank
DB00453,SMP0000262,DrugBank
DB00455,SMP0060195,DrugBank
DB00458,SMP0000422,DrugBank
DB00458,SMP0000625,DrugBank
DB00461,SMP0000114,DrugBank
DB00465,SMP0000098,DrugBank
DB00469,SMP0000706,DrugBank
DB00472,SMP0000426,DrugBank
DB00472,SMP0000646,DrugBank
DB00479,SMP0000253,DrugBank
DB00482,SMP0000096,DrugBank
DB00482,SMP0000644,DrugBank
DB00489,SMP0000660,DrugBank
DB00492,SMP0000149,DrugBank
DB00492,SMP0000594,DrugBank
DB00495,SMP0000747,DrugBank
DB00497,SMP0000409,DrugBank
DB00498,SMP0000655,DrugBank
DB00500,SMP0000704,DrugBank
DB00501,SMP0000232,DrugBank
DB00501,SMP0000617,DrugBank
DB00513,SMP0000286,DrugBank
DB00519,SMP0000157,DrugBank
DB00519,SMP0000599,DrugBank
DB00521,SMP0000658,DrugBank
DB00523,SMP0000074,DrugBank
DB00523,SMP0000336,DrugBank
DB00524,SMP0000105,DrugBank
DB00527,SMP0000396,DrugBank
DB00530,SMP0000472,DrugBank
DB00531,SMP0000447,DrugBank
DB00531,SMP0000604,DrugBank
DB00533,SMP0000087,DrugBank
DB00541,SMP0000437,DrugBank
DB00542,SMP0000145,DrugBank
DB00542,SMP0000591,DrugBank
DB00544,SMP0000469,DrugBank
DB00544,SMP0000470,DrugBank
DB00544,SMP0000607,DrugBank
DB00544,SMP0000608,DrugBank
DB00554,SMP0000077,DrugBank
DB00557,SMP0058936,DrugBank
DB00560,SMP0000712,DrugBank
DB00563,SMP0000432,DrugBank
DB00564,SMP0000634,DrugBank
DB00568,SMP0059110,DrugBank
DB00569,SMP0000273,DrugBank
DB00570,SMP0000436,DrugBank
DB00571,SMP0000307,DrugBank
DB00573,SMP0000696,DrugBank
DB00580,SMP0000116,DrugBank
DB00583,SMP0000030,DrugBank
DB00583,SMP0000051,DrugBank
DB00583,SMP0000052,DrugBank
DB00583,SMP0000181,DrugBank
DB00583,SMP0000185,DrugBank
DB00583,SMP0000235,DrugBank
DB00583,SMP0000465,DrugBank
DB00583,SMP0000482,DrugBank
DB00583,SMP0000516,DrugBank
DB00583,SMP0000517,DrugBank
DB00583,SMP0000538,DrugBank
DB00583,SMP0000539,DrugBank
DB00583,SMP0000540,DrugBank
DB00583,SMP0000541,DrugBank
DB00583,SMP0000542,DrugBank
DB00583,SMP0000545,DrugBank
DB00584,SMP0000148,DrugBank
DB00584,SMP0000593,DrugBank
DB00585,SMP0000233,DrugBank
DB00586,SMP0000093,DrugBank
DB00594,SMP0000133,DrugBank
DB00595,SMP0000293,DrugBank
DB00598,SMP0000368,DrugBank
DB00605,SMP0000094,DrugBank
DB00606,SMP0000103,DrugBank
DB00612,SMP0000300,DrugBank
DB00618,SMP0000290,DrugBank
DB00619,SMP0031694,DrugBank
DB00624,SMP0000068,DrugBank
DB00624,SMP0000356,DrugBank
DB00624,SMP0000565,DrugBank
DB00624,SMP0030406,DrugBank
DB00625,SMP0000740,DrugBank
DB00627,SMP0000048,DrugBank
DB00630,SMP0000095,DrugBank
DB00635,SMP0000440,DrugBank
DB00635,SMP0000631,DrugBank
DB00637,SMP0059897,DrugBank
DB00640,SMP0000029,DrugBank
DB00640,SMP0000033,DrugBank
DB00640,SMP0000050,DrugBank
DB00640,SMP0000123,DrugBank
DB00640,SMP0000144,DrugBank
DB00640,SMP0000167,DrugBank
DB00640,SMP0000168,DrugBank
DB00640,SMP0000177,DrugBank
DB00640,SMP0000203,DrugBank
DB00640,SMP0000210,DrugBank
DB00640,SMP0000214,DrugBank
DB00640,SMP0000220,DrugBank
DB00640,SMP0000221,DrugBank
DB00640,SMP0000222,DrugBank
DB00640,SMP0000320,DrugBank
DB00640,SMP0000321,DrugBank
DB00640,SMP0000340,DrugBank
DB00640,SMP0000341,DrugBank
DB00640,SMP0000364,DrugBank
DB00640,SMP0000365,DrugBank
DB00640,SMP0000427,DrugBank
DB00640,SMP0000428,DrugBank
DB00640,SMP0000430,DrugBank
DB00640,SMP0000512,DrugBank
DB00640,SMP0000513,DrugBank
DB00640,SMP0000535,DrugBank
DB00640,SMP0000536,DrugBank
DB00640,SMP0000537,DrugBank
DB00640,SMP0000570,DrugBank
DB00641,SMP0000082,DrugBank
DB00647,SMP0000672,DrugBank
DB00649,SMP0000745,DrugBank
DB00650,SMP0000053,DrugBank
DB00650,SMP0000432,DrugBank
DB00650,SMP0000543,DrugBank
DB00650,SMP0000724,DrugBank
DB00652,SMP0000686,DrugBank
DB00655,SMP0000041,DrugBank
DB00655,SMP0000068,DrugBank
DB00655,SMP0000356,DrugBank
DB00655,SMP0000532,DrugBank
DB00655,SMP0000565,DrugBank
DB00655,SMP0030406,DrugBank
DB00655,SMP0030880,DrugBank
DB00661,SMP0000375,DrugBank
DB00668,SMP0000006,DrugBank
DB00668,SMP0000012,DrugBank
DB00668,SMP0000169,DrugBank
DB00668,SMP0000170,DrugBank
DB00668,SMP0000190,DrugBank
DB00668,SMP0000218,DrugBank
DB00668,SMP0000429,DrugBank
DB00668,SMP0000494,DrugBank
DB00668,SMP0000497,DrugBank
DB00668,SMP0000498,DrugBank
DB00668,SMP0000533,DrugBank
DB00668,SMP0000661,DrugBank
DB00670,SMP0000246,DrugBank
DB00675,SMP0000471,DrugBank
DB00675,SMP0000606,DrugBank
DB00678,SMP0000162,DrugBank
DB00682,SMP0000268,DrugBank
DB00684,SMP0000711,DrugBank
DB00688,SMP0000652,DrugBank
DB00691,SMP0000151,DrugBank
DB00691,SMP0000595,DrugBank
DB00695,SMP0000115,DrugBank
DB00700,SMP0000135,DrugBank
DB00704,SMP0000687,DrugBank
DB00705,SMP0000738,DrugBank
DB00708,SMP0000417,DrugBank
DB00709,SMP0000649,DrugBank
DB00709,SMP0000742,DrugBank
DB00710,SMP0000079,DrugBank
DB00712,SMP0000697,DrugBank
DB00718,SMP0000629,DrugBank
DB00719,SMP0059865,DrugBank
DB00721,SMP0000402,DrugBank
DB00722,SMP0000150,DrugBank
DB00731,SMP0000453,DrugBank
DB00736,SMP0000225,DrugBank
DB00736,SMP0000612,DrugBank
DB00737,SMP0058956,DrugBank
DB00741,SMP0000130,DrugBank
DB00741,SMP0000310,DrugBank
DB00741,SMP0000371,DrugBank
DB00741,SMP0000372,DrugBank
DB00741,SMP0000373,DrugBank
DB00741,SMP0000566,DrugBank
DB00741,SMP0000575,DrugBank
DB00741,SMP0000576,DrugBank
DB00741,SMP0000577,DrugBank
DB00741,SMP0000578,DrugBank
DB00741,SMP0000717,DrugBank
DB00741,SMP0000718,DrugBank
DB00748,SMP0058797,DrugBank
DB00749,SMP0000084,DrugBank
DB00750,SMP0000401,DrugBank
DB00751,SMP0061191,DrugBank
DB00755,SMP0000074,DrugBank
DB00755,SMP0000336,DrugBank
DB00758,SMP0000260,DrugBank
DB00758,SMP0000610,DrugBank
DB00759,SMP0000294,DrugBank
DB00762,SMP0000433,DrugBank
DB00762,SMP0000600,DrugBank
DB00773,SMP0000442,DrugBank
DB00773,SMP0000601,DrugBank
DB00774,SMP0000108,DrugBank
DB00775,SMP0000267,DrugBank
DB00776,SMP0000634,DrugBank
DB00777,SMP0062625,DrugBank
DB00778,SMP0000251,DrugBank
DB00783,SMP0000068,DrugBank
DB00783,SMP0000356,DrugBank
DB00783,SMP0000565,DrugBank
DB00783,SMP0030880,DrugBank
DB00784,SMP0000109,DrugBank
DB00788,SMP0000120,DrugBank
DB00790,SMP0000152,DrugBank
DB00792,SMP0057587,DrugBank
DB00796,SMP0000158,DrugBank
DB00798,SMP0000254,DrugBank
DB00802,SMP0000413,DrugBank
DB00807,SMP0000403,DrugBank
DB00808,SMP0000110,DrugBank
DB00812,SMP0000701,DrugBank
DB00813,SMP0000415,DrugBank
DB00814,SMP0000106,DrugBank
DB00821,SMP0000694,DrugBank
DB00822,SMP0000429,DrugBank
DB00835,SMP0057579,DrugBank
DB00841,SMP0000662,DrugBank
DB00844,SMP0000691,DrugBank
DB00854,SMP0000673,DrugBank
DB00855,SMP0000004,DrugBank
DB00855,SMP0000024,DrugBank
DB00855,SMP0000179,DrugBank
DB00855,SMP0000223,DrugBank
DB00855,SMP0000242,DrugBank
DB00855,SMP0000244,DrugBank
DB00855,SMP0000342,DrugBank
DB00855,SMP0000344,DrugBank
DB00855,SMP0000345,DrugBank
DB00855,SMP0000346,DrugBank
DB00855,SMP0000484,DrugBank
DB00855,SMP0000485,DrugBank
DB00855,SMP0000721,DrugBank
DB00860,SMP0000440,DrugBank
DB00860,SMP0000441,DrugBank
DB00860,SMP0000631,DrugBank
DB00860,SMP0000632,DrugBank
DB00861,SMP0000289,DrugBank
DB00863,SMP0000230,DrugBank
DB00866,SMP0000297,DrugBank
DB00870,SMP0000101,DrugBank
DB00876,SMP0000159,DrugBank
DB00879,SMP0000741,DrugBank
DB00880,SMP0000078,DrugBank
DB00881,SMP0000153,DrugBank
DB00881,SMP0000596,DrugBank
DB00884,SMP0000112,DrugBank
DB00887,SMP0000088,DrugBank
DB00892,SMP0000400,DrugBank
DB00898,SMP0000429,DrugBank
DB00898,SMP0000449,DrugBank
DB00899,SMP0000416,DrugBank
DB00900,SMP0000739,DrugBank
DB00902,SMP0059730,DrugBank
DB00903,SMP0000097,DrugBank
DB00907,SMP0000395,DrugBank
DB00908,SMP0000323,DrugBank
DB00912,SMP0000454,DrugBank
DB00913,SMP0000674,DrugBank
DB00917,SMP0000075,DrugBank
DB00917,SMP0000077,DrugBank
DB00917,SMP0000083,DrugBank
DB00917,SMP0000084,DrugBank
DB00917,SMP0000085,DrugBank
DB00917,SMP0000086,DrugBank
DB00917,SMP0000087,DrugBank
DB00917,SMP0000093,DrugBank
DB00917,SMP0000094,DrugBank
DB00917,SMP0000096,DrugBank
DB00917,SMP0000098,DrugBank
DB00917,SMP0000101,DrugBank
DB00917,SMP0000102,DrugBank
DB00917,SMP0000104,DrugBank
DB00917,SMP0000106,DrugBank
DB00917,SMP0000109,DrugBank
DB00917,SMP0000113,DrugBank
DB00917,SMP0000114,DrugBank
DB00917,SMP0000116,DrugBank
DB00917,SMP0000120,DrugBank
DB00917,SMP0000289,DrugBank
DB00917,SMP0000353,DrugBank
DB00917,SMP0000692,DrugBank
DB00917,SMP0000693,DrugBank
DB00917,SMP0000694,DrugBank
DB00917,SMP0000695,DrugBank
DB00917,SMP0000696,DrugBank
DB00917,SMP0000697,DrugBank
DB00917,SMP0000698,DrugBank
DB00917,SMP0000699,DrugBank
DB00917,SMP0000700,DrugBank
DB00917,SMP0000701,DrugBank
DB00917,SMP0000702,DrugBank
DB00917,SMP0000703,DrugBank
DB00917,SMP0000704,DrugBank
DB00917,SMP0000705,DrugBank
DB00917,SMP0000706,DrugBank
DB00917,SMP0000707,DrugBank
DB00917,SMP0000708,DrugBank
DB00917,SMP0000709,DrugBank
DB00917,SMP0000710,DrugBank
DB00919,SMP0000258,DrugBank
DB00920,SMP0059868,DrugBank
DB00921,SMP0000684,DrugBank
DB00927,SMP0000231,DrugBank
DB00931,SMP0000727,DrugBank
DB00936,SMP0000709,DrugBank
DB00936,SMP0000708,DrugBank
DB00943,SMP0000746,DrugBank
DB00945,SMP0000083,DrugBank
DB00946,SMP0000271,DrugBank
DB00949,SMP0000633,DrugBank
DB00950,SMP0060218,DrugBank
DB00955,SMP0000257,DrugBank
DB00956,SMP0000411,DrugBank
DB00960,SMP0000306,DrugBank
DB00961,SMP0000399,DrugBank
DB00963,SMP0000102,DrugBank
DB00966,SMP0000164,DrugBank
DB00967,SMP0060201,DrugBank
DB00972,SMP0060741,DrugBank
DB00975,SMP0000264,DrugBank
DB00976,SMP0000252,DrugBank
DB00988,SMP0000006,DrugBank
DB00988,SMP0000012,DrugBank
DB00988,SMP0000169,DrugBank
DB00988,SMP0000170,DrugBank
DB00988,SMP0000190,DrugBank
DB00988,SMP0000218,DrugBank
DB00988,SMP0000308,DrugBank
DB00988,SMP0000392,DrugBank
DB00988,SMP0000393,DrugBank
DB00988,SMP0000394,DrugBank
DB00988,SMP0000395,DrugBank
DB00988,SMP0000396,DrugBank
DB00988,SMP0000397,DrugBank
DB00988,SMP0000398,DrugBank
DB00988,SMP0000399,DrugBank
DB00988,SMP0000400,DrugBank
DB00988,SMP0000401,DrugBank
DB00988,SMP0000402,DrugBank
DB00988,SMP0000403,DrugBank
DB00988,SMP0000404,DrugBank
DB00988,SMP0000405,DrugBank
DB00988,SMP0000406,DrugBank
DB00988,SMP0000407,DrugBank
DB00988,SMP0000408,DrugBank
DB00988,SMP0000409,DrugBank
DB00988,SMP0000410,DrugBank
DB00988,SMP0000411,DrugBank
DB00988,SMP0000412,DrugBank
DB00988,SMP0000413,DrugBank
DB00988,SMP0000414,DrugBank
DB00988,SMP0000415,DrugBank
DB00988,SMP0000416,DrugBank
DB00988,SMP0000417,DrugBank
DB00988,SMP0000422,DrugBank
DB00988,SMP0000423,DrugBank
DB00988,SMP0000424,DrugBank
DB00988,SMP0000425,DrugBank
DB00988,SMP0000426,DrugBank
DB00988,SMP0000429,DrugBank
DB00988,SMP0000431,DrugBank
DB00988,SMP0000494,DrugBank
DB00988,SMP0000497,DrugBank
DB00988,SMP0000498,DrugBank
DB00988,SMP0000533,DrugBank
DB00988,SMP0000671,DrugBank
DB00988,SMP0000672,DrugBank
DB00988,SMP0000673,DrugBank
DB00988,SMP0000674,DrugBank
DB00988,SMP0000675,DrugBank
DB00988,SMP0000676,DrugBank
DB00988,SMP0000677,DrugBank
DB00988,SMP0000678,DrugBank
DB00988,SMP0000679,DrugBank
DB00988,SMP0000680,DrugBank
DB00988,SMP0000681,DrugBank
DB00988,SMP0000683,DrugBank
DB00988,SMP0000684,DrugBank
DB00988,SMP0000685,DrugBank
DB00988,SMP0000686,DrugBank
DB00988,SMP0000687,DrugBank
DB00988,SMP0000688,DrugBank
DB00988,SMP0000689,DrugBank
DB00988,SMP0000690,DrugBank
DB00988,SMP0000691,DrugBank
DB00991,SMP0000113,DrugBank
DB00993,SMP0000427,DrugBank
DB00993,SMP0000645,DrugBank
DB00997,SMP0000650,DrugBank
DB00999,SMP0000100,DrugBank
DB01002,SMP0000397,DrugBank
DB01009,SMP0000085,DrugBank
DB01016,SMP0000460,DrugBank
DB01017,SMP0000292,DrugBank
DB01021,SMP0000121,DrugBank
DB01022,SMP0000268,DrugBank
DB01022,SMP0000269,DrugBank
DB01022,SMP0000270,DrugBank
DB01022,SMP0000271,DrugBank
DB01022,SMP0000272,DrugBank
DB01022,SMP0000273,DrugBank
DB01022,SMP0000274,DrugBank
DB01022,SMP0000275,DrugBank
DB01022,SMP0000276,DrugBank
DB01022,SMP0000277,DrugBank
DB01022,SMP0000278,DrugBank
DB01022,SMP0000279,DrugBank
DB01022,SMP0000280,DrugBank
DB01022,SMP0000281,DrugBank
DB01022,SMP0000282,DrugBank
DB01022,SMP0000283,DrugBank
DB01022,SMP0000284,DrugBank
DB01022,SMP0000285,DrugBank
DB01022,SMP0000286,DrugBank
DB01022,SMP0000287,DrugBank
DB01022,SMP0000288,DrugBank
DB01022,SMP0000464,DrugBank
DB01022,SMP0000586,DrugBank
DB01022,SMP0000655,DrugBank
DB01022,SMP0000656,DrugBank
DB01023,SMP0000377,DrugBank
DB01023,SMP0000619,DrugBank
DB01024,SMP0000652,DrugBank
DB01029,SMP0000161,DrugBank
DB01033,SMP0000427,DrugBank
DB01033,SMP0000428,DrugBank
DB01033,SMP0000430,DrugBank
DB01033,SMP0000609,DrugBank
DB01033,SMP0000645,DrugBank
DB01035,SMP0000324,DrugBank
DB01048,SMP0000737,DrugBank
DB01050,SMP0000086,DrugBank
DB01050,SMP0000590,DrugBank
DB01054,SMP0000382,DrugBank
DB01056,SMP0000330,DrugBank
DB01064,SMP0000663,DrugBank
DB01065,SMP0000063,DrugBank
DB01069,SMP0059211,DrugBank
DB01071,SMP0059720,DrugBank
DB01075,SMP0058785,DrugBank
DB01081,SMP0000675,DrugBank
DB01082,SMP0000259,DrugBank
DB01084,SMP0061040,DrugBank
DB01086,SMP0000392,DrugBank
DB01095,SMP0000119,DrugBank
DB01098,SMP0000092,DrugBank
DB01101,SMP0000469,DrugBank
DB01101,SMP0000607,DrugBank
DB01102,SMP0000664,DrugBank
DB01106,SMP0060224,DrugBank
DB01109,SMP0000274,DrugBank
DB01109,SMP0000358,DrugBank
DB01114,SMP0056661,DrugBank
DB01115,SMP0000379,DrugBank
DB01118,SMP0000665,DrugBank
DB01120,SMP0000461,DrugBank
DB01129,SMP0000229,DrugBank
DB01129,SMP0000616,DrugBank
DB01136,SMP0000367,DrugBank
DB01142,SMP0000641,DrugBank
DB01142,SMP0059872,DrugBank
DB01146,SMP0058908,DrugBank
DB01151,SMP0000422,DrugBank
DB01151,SMP0000423,DrugBank
DB01151,SMP0000625,DrugBank
DB01151,SMP0000626,DrugBank
DB01161,SMP0000394,DrugBank
DB01166,SMP0000263,DrugBank
DB01172,SMP0000255,DrugBank
DB01173,SMP0058808,DrugBank
DB01175,SMP0000425,DrugBank
DB01176,SMP0058923,DrugBank
DB01180,SMP0000155,DrugBank
DB01181,SMP0000448,DrugBank
DB01181,SMP0000605,DrugBank
DB01183,SMP0000688,DrugBank
DB01190,SMP0000249,DrugBank
DB01192,SMP0000412,DrugBank
DB01193,SMP0000296,DrugBank
DB01195,SMP0000331,DrugBank
DB01197,SMP0000146,DrugBank
DB01203,SMP0000303,DrugBank
DB01209,SMP0000676,DrugBank
DB01210,SMP0000666,DrugBank
DB01211,SMP0000248,DrugBank
DB01214,SMP0000667,DrugBank
DB01224,SMP0062884,DrugBank
DB01227,SMP0000638,DrugBank
DB01227,SMP0000677,DrugBank
DB01229,SMP0000434,DrugBank
DB01235,SMP0000006,DrugBank
DB01235,SMP0000012,DrugBank
DB01235,SMP0000169,DrugBank
DB01235,SMP0000170,DrugBank
DB01235,SMP0000190,DrugBank
DB01235,SMP0000218,DrugBank
DB01235,SMP0000429,DrugBank
DB01235,SMP0000494,DrugBank
DB01235,SMP0000497,DrugBank
DB01235,SMP0000498,DrugBank
DB01235,SMP0000533,DrugBank
DB01237,SMP0058813,DrugBank
DB01242,SMP0000639,DrugBank
DB01246,SMP0059689,DrugBank
DB01248,SMP0000435,DrugBank
DB01254,SMP0031696,DrugBank
DB01269,SMP0000475,DrugBank
DB01283,SMP0000699,DrugBank
DB01295,SMP0000668,DrugBank
DB01296,SMP0000045,DrugBank
DB01296,SMP0000216,DrugBank
DB01296,SMP0000217,DrugBank
DB01296,SMP0000240,DrugBank
DB01296,SMP0000390,DrugBank
DB01296,SMP0000534,DrugBank
DB01297,SMP0000669,DrugBank
DB01301,SMP0000726,DrugBank
DB01320,SMP0000326,DrugBank
DB01320,SMP0000618,DrugBank
DB01321,SMP0000731,DrugBank
DB01324,SMP0000080,DrugBank
DB01325,SMP0000091,DrugBank
DB01340,SMP0000147,DrugBank
DB01340,SMP0000592,DrugBank
DB01342,SMP0000160,DrugBank
DB01345,SMP0000033,DrugBank
DB01345,SMP0000040,DrugBank
DB01345,SMP0000050,DrugBank
DB01345,SMP0000060,DrugBank
DB01345,SMP0000078,DrugBank
DB01345,SMP0000080,DrugBank
DB01345,SMP0000081,DrugBank
DB01345,SMP0000088,DrugBank
DB01345,SMP0000090,DrugBank
DB01345,SMP0000091,DrugBank
DB01345,SMP0000097,DrugBank
DB01345,SMP0000100,DrugBank
DB01345,SMP0000103,DrugBank
DB01345,SMP0000105,DrugBank
DB01345,SMP0000108,DrugBank
DB01345,SMP0000110,DrugBank
DB01345,SMP0000115,DrugBank
DB01345,SMP0000118,DrugBank
DB01345,SMP0000121,DrugBank
DB01345,SMP0000122,DrugBank
DB01345,SMP0000123,DrugBank
DB01345,SMP0000132,DrugBank
DB01345,SMP0000133,DrugBank
DB01345,SMP0000134,DrugBank
DB01345,SMP0000135,DrugBank
DB01345,SMP0000144,DrugBank
DB01345,SMP0000167,DrugBank
DB01345,SMP0000168,DrugBank
DB01345,SMP0000177,DrugBank
DB01345,SMP0000184,DrugBank
DB01345,SMP0000189,DrugBank
DB01345,SMP0000193,DrugBank
DB01345,SMP0000196,DrugBank
DB01345,SMP0000197,DrugBank
DB01345,SMP0000203,DrugBank
DB01345,SMP0000210,DrugBank
DB01345,SMP0000212,DrugBank
DB01345,SMP0000214,DrugBank
DB01345,SMP0000220,DrugBank
DB01345,SMP0000221,DrugBank
DB01345,SMP0000222,DrugBank
DB01345,SMP0000225,DrugBank
DB01345,SMP0000226,DrugBank
DB01345,SMP0000227,DrugBank
DB01345,SMP0000228,DrugBank
DB01345,SMP0000229,DrugBank
DB01345,SMP0000230,DrugBank
DB01345,SMP0000231,DrugBank
DB01345,SMP0000232,DrugBank
DB01345,SMP0000233,DrugBank
DB01345,SMP0000245,DrugBank
DB01345,SMP0000246,DrugBank
DB01345,SMP0000296,DrugBank
DB01345,SMP0000297,DrugBank
DB01345,SMP0000298,DrugBank
DB01345,SMP0000299,DrugBank
DB01345,SMP0000300,DrugBank
DB01345,SMP0000301,DrugBank
DB01345,SMP0000302,DrugBank
DB01345,SMP0000303,DrugBank
DB01345,SMP0000304,DrugBank
DB01345,SMP0000305,DrugBank
DB01345,SMP0000306,DrugBank
DB01345,SMP0000307,DrugBank
DB01345,SMP0000323,DrugBank
DB01345,SMP0000324,DrugBank
DB01345,SMP0000325,DrugBank
DB01345,SMP0000326,DrugBank
DB01345,SMP0000327,DrugBank
DB01345,SMP0000328,DrugBank
DB01345,SMP0000329,DrugBank
DB01345,SMP0000330,DrugBank
DB01345,SMP0000331,DrugBank
DB01345,SMP0000332,DrugBank
DB01345,SMP0000334,DrugBank
DB01345,SMP0000340,DrugBank
DB01345,SMP0000341,DrugBank
DB01345,SMP0000359,DrugBank
DB01345,SMP0000364,DrugBank
DB01345,SMP0000365,DrugBank
DB01345,SMP0000366,DrugBank
DB01345,SMP0000367,DrugBank
DB01345,SMP0000368,DrugBank
DB01345,SMP0000375,DrugBank
DB01345,SMP0000376,DrugBank
DB01345,SMP0000377,DrugBank
DB01345,SMP0000378,DrugBank
DB01345,SMP0000379,DrugBank
DB01345,SMP0000380,DrugBank
DB01345,SMP0000381,DrugBank
DB01345,SMP0000382,DrugBank
DB01345,SMP0000392,DrugBank
DB01345,SMP0000393,DrugBank
DB01345,SMP0000394,DrugBank
DB01345,SMP0000395,DrugBank
DB01345,SMP0000396,DrugBank
DB01345,SMP0000397,DrugBank
DB01345,SMP0000398,DrugBank
