smpdb_id,name,category,enzymes,source
SMP0029792,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029793,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029794,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029795,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029796,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029797,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029798,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029799,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029800,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029801,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029802,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029803,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029804,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029805,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029806,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029807,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029808,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029809,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029810,"Cardiolipin Biosynthesis CL(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029811,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029812,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029813,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029814,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029815,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029816,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029817,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029818,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029819,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029820,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029821,"Cardiolipin Biosynthesis CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029822,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029823,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029824,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029825,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029826,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029827,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029828,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029829,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029830,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029831,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029832,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029833,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029834,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029835,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029836,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029837,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029838,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029839,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029840,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029841,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029842,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029843,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029844,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029845,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029846,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029847,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029848,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029849,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029850,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029851,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029852,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029853,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029854,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029855,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029856,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029857,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029858,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029859,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029860,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029861,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029862,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029863,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029864,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029865,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029866,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029867,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029868,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029869,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029870,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029871,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029872,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029873,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029874,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029875,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029876,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029877,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0029878,"Cardiolipin Biosynthesis CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",metabolic,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
